framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1864.48	2024.74	1864.48	0.0002	27.2	98	100	100	90	17.19	49.8	16.6	0	1442.12	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	14441	2.39	222256	67534	2	91.68	3.29	11226	258	1955.8	2485.29	1955.8	0.0001	26.6	96	100	100	90	23.08	74.7	24.9	0	1376.38	0	-0.003	13	888	489	89	604.48	30872.93
jquery	True	1231	2.26	100009	34722	1	99.5	2.88	1617	119	1839.97	2025.76	1839.97	0.1459	0.4	92	100	99.2	90	18.86	104.5	34.83	0	1435.36	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	806	2.21	60102	15752	1	98.82	3.82	1642	118	1552.98	1859.77	1552.98	0.055	3	99	96	100	90	14.91	34.9	6.65	0	1390.28	0	-0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.9	1725.14	1214.9	0.0002	0	99.8	100	100	100	13.51	64.8	21.6	0	1386.99	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	785	2.18	27622	10088	1	100	2.74	1025	106	1361.14	1666.71	1361.14	0.0001	0	99.8	100	100	90	16.88	84.6	14.93	0	1379.95	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1378	2.25	91158	34628	13	100	2.63	1604	117	1418.04	2126.36	1418.04	0.4004	0	89	96	100	90	15.45	54.8	18.27	0	1432.83	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1404	2.31	158538	50256	1	100	3.15	1023	105	1937.92	2242.58	1937.92	0.0001	2.8	97.2	100	100	90	19.45	139.3	46.43	0	1378.45	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1172	2.18	26458	9243	1	100	2.86	1613	117	1362.31	1547.96	1362.31	0.0001	0	99.4	100	100	90	17.8	74.5	13.25	0	1382.52	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3255	2.27	117670	38610	11	68.6	3.05	1029	104	1679.43	2040.96	1679.43	0	0	98.2	100	96	90	19.82	54.8	18.27	0	1377.25	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1284.88	1556.04	1284.88	0.146	0	94	100	96	90	16.62	64.7	21.57	0	1373.53	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	708	2.17	17211	5999	1	96.97	2.87	1023	104	1209.1	1394.45	1209.1	0.0001	0	100	100	100	90	12.9	69.8	12.47	0	1367.44	0	0	3	743	388	76	74.17	22895.14
vue	True	1423	2.23	76585	29349	1	100	2.61	1623	118	1659.57	1858.76	1659.57	0.0001	0	99	100	100	90	15.63	59.8	11.62	0	1389.33	0	-0.003	11	677	217	57	686.46	10853.47
