framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1766.9	2024.68	1766.9	0.0002	27.6	98.2	100	100	90	16.67	69.8	23.27	0	1261.25	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	14964	2.39	222256	67534	2	91.68	3.29	11392	261	1953.91	2490.86	1953.91	0.0001	35	96	100	100	90	25.26	49.8	16.6	0	1257.07	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1275	2.26	100009	34722	1	99.5	2.88	1648	119	1833.31	2036.06	1833.31	0.1459	0	92	100	99.2	90	14.56	44.9	14.97	0	1240.46	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	785	2.21	60102	15752	1	98.82	3.82	1642	120	1559.74	1867.21	1559.74	0.055	2.2	99	96	100	90	21.54	74.6	24.87	0	1249.27	0	0	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1215.82	1703.81	1215.82	0.0002	0	100	100	100	100	26.88	44.8	9.41	0	1255.93	0	0.003	4	321	234	67	154.88	17543.75
preact	True	803	2.18	27622	10088	1	100	2.74	1024	105	1361.93	1641	1361.93	0.0001	0	99.6	100	100	90	26.24	59.8	10.8	0	1254.54	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1421	2.25	91158	34628	13	100	2.63	1643	117	1387.31	2125.67	1387.31	0.4039	0	89	96	100	90	14.24	49.8	9.97	0	1256.06	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1426	2.31	158538	50256	1	100	3.15	1024	105	1952.83	2259.84	1952.83	0.0002	90.8	94.8	100	100	90	17.19	84.7	28.23	0	1248.94	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1214	2.18	26458	9243	1	100	2.86	1616	118	1400.42	1555.53	1400.42	0.0001	0	99	100	100	90	14.52	59.7	19.9	0	1235.77	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3262	2.27	117668	38613	11	68.6	3.05	1027	105	1673.69	2091.65	1673.69	0	0	98	100	96	90	16.82	39.8	13.27	0	1238.21	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1253.33	1547.44	1253.33	0.1461	0	94	100	96	90	16.27	49.8	9.13	0	1246.58	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	699	2.17	17211	5999	1	96.97	2.87	1026	105	1212.47	1404.7	1212.47	0.0001	0	100	100	100	90	17.07	59.7	19.9	0	1233.77	0	0	3	743	388	76	74.17	22895.14
vue	True	1422	2.23	76585	29349	1	100	2.61	1619	119	1660.27	1864.41	1660.27	0.0001	0.2	99	100	100	90	18.75	44.8	14.93	0	1252.77	0	-0.006	11	677	217	57	686.46	10853.47
