framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1760.84	2018	1760.84	0.0002	19.6	98.2	100	100	90	13.52	114.5	38.17	0	1089.52	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	13457	2.39	222256	67534	2	91.68	3.29	10493	249	1955.82	2480.73	1955.82	0.0001	22	96	100	100	90	14.82	124.4	41.47	0	1081.59	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1193	2.26	100009	34722	1	99.5	2.88	1587	119	1826.46	2024.99	1826.46	0.1459	0	92	100	99.2	90	13.44	119.5	39.83	0	1088.34	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	742	2.21	60102	15752	1	98.82	3.82	1578	117	1550.02	1857.73	1550.02	0.055	1.4	99	96	100	90	13.04	119.6	39.87	0	1090.08	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1183.13	1688.9	1183.13	0.0002	0	100	100	100	100	13.71	114.5	38.17	0	1085.14	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	757	2.18	27622	10088	1	100	2.74	1024	105	1358.25	1664.28	1358.25	0.0001	0	99.8	100	100	90	16.84	129.5	22.42	0	1086.51	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1323	2.25	91158	34628	13	100	2.63	1590	117	1432.63	2125.6	1432.63	1.0092	0	74	96	100	90	18.54	139.4	46.47	0	1083.41	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1381	2.31	158538	50256	1	100	3.15	1023	105	1939.4	2244.6	1939.4	0.0002	139.2	93.6	100	100	90	14.59	15	5	0	1077.5	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1123	2.18	26458	9243	1	100	2.86	1584	117	1360.83	1546.24	1360.83	0.0001	0	99.8	100	100	90	14.72	124.5	41.5	0	1089.02	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3096	2.27	117668	38608	11	68.6	3.05	1023	104	1668.24	2087.59	1668.24	0	2.8	98.2	100	96	90	14.37	124.5	41.5	0	1065.42	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1273.54	1538.39	1273.54	0.146	0	94	100	96	90	13.1	114.6	38.2	0	1083.56	0	-0.017	3	560	426	74	71.69	20768.9
vanjs	True	676	2.17	17211	5999	1	96.97	2.87	1023	104	1211.09	1395.03	1211.09	0.0001	0	100	100	100	90	15.3	84.8	28.27	0	1074.56	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1359	2.23	76585	29349	1	100	2.61	1579	118	1658.19	1853.29	1658.19	0.0001	0	99	100	100	90	13.84	129.4	43.13	0	1087.68	0	-0.006	11	677	217	57	686.46	10853.47
