framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1770.36	2027.76	1770.36	0.0002	29.2	98.2	100	100	90	14.49	54.8	18.27	0	1093.29	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	14729	2.39	222256	67534	2	91.68	3.29	11188	263	1956.4	2488.2	1956.4	0.0001	28.6	96	100	100	90	17.66	79.6	26.53	0	1077.62	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1243	2.26	100009	34722	1	99.5	2.88	1622	119	1835.12	2026.88	1835.12	0.1459	0	92	100	99.2	90	12.09	74.7	13.28	0	1065.11	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	774	2.21	60102	15752	1	98.82	3.82	1622	119	1558.71	1826.93	1558.71	0.055	3.2	99	96	100	90	15.66	49.8	16.6	0	1069.03	0	-0.005	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1281.48	1694.96	1281.48	0.0002	0	99.8	100	100	100	17.61	84.6	28.2	0	1077.57	0	-0.005	4	321	234	67	154.88	17543.75
preact	True	788	2.18	27622	10088	1	100	2.74	1025	105	1364.5	1671.75	1364.5	0.0001	0	99.4	100	100	90	17.25	84.4	14.9	0	1079.73	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1379	2.25	91158	34628	13	100	2.63	1647	117	1433.06	2127.2	1433.06	1.0092	0	74	96	100	90	17.68	89.4	29.8	0	1079.7	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1409	2.31	158538	50256	1	100	3.15	1029	105	1938.52	2242.28	1938.52	0.0001	42	96.4	100	100	90	16.38	84.5	28.17	0	1078.08	0	-0.019	13	762	438	90	634.69	24213.69
solid	True	1166	2.18	26458	9243	1	100	2.86	1622	117	1390.05	1545.18	1390.05	0.0001	0	99.6	100	100	90	17.12	79.7	26.57	0	1072.52	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3309	2.27	117670	38609	11	68.6	3.05	1028	105	1670.6	2088.57	1670.6	0	0	98.2	100	96	90	17.43	69.7	23.23	0	1057.36	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1279.16	1550.61	1279.16	0.146	0	94	100	96	90	12.37	64.8	21.6	0	1065.41	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	692	2.17	17211	5999	1	96.97	2.87	1024	104	1215.84	1401.56	1215.84	0.0001	0	100	100	100	90	13.75	49.8	16.6	0	1062.88	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1413	2.23	76585	29349	1	100	2.61	1622	118	1628.86	1855.29	1628.86	0.0001	0	99	100	100	90	13.01	64.8	21.6	0	1069.35	0	-0.007	11	677	217	57	686.46	10853.47
