framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1765.88	2021.02	1765.88	0.0002	26.2	98.2	100	100	90	14.47	114.4	38.13	0	1093.38	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	14423	2.39	222256	67534	2	91.68	3.29	11603	276	1955.9	2487.65	1955.9	0.0001	28.8	96	100	100	90	17.34	119.5	20.75	0	1076.15	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1266	2.26	100009	34722	1	99.5	2.88	1618	119	1837.18	2020.18	1837.18	0.1459	0	92	100	99.2	90	13.06	109.4	36.47	0	1075.59	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	787	2.21	60102	15752	1	98.82	3.82	1612	117	1555.44	1822.47	1555.44	0.055	2.4	99	96	100	90	18.09	119.5	39.83	0	1074.33	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1217.63	1692.56	1217.63	0.0002	0	100	100	100	100	13.72	134.3	44.77	0	1070.91	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	803	2.18	27622	10088	1	100	2.74	1023	104	1361.85	1667.78	1361.85	0.0001	0	99.4	100	100	90	13.61	114.6	38.2	0	1070.49	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1444	2.25	91158	34628	13	100	2.63	1594	117	1402.85	2126.11	1402.85	1.0091	0	74	96	100	90	16.88	124.4	41.47	0	1087.21	0	-0.01	16	754	414	83	862.46	26425.59
react	True	1377	2.31	158538	50256	1	100	3.15	1024	105	1940.66	2245.69	1940.66	0.0001	54.3	96	100	100	90	17.62	134.4	44.8	0	1077.66	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1177	2.18	26458	9243	1	100	2.86	1617	117	1391.13	1545.9	1391.13	0.0001	0	99.6	100	100	90	14.03	134.5	44.83	0	1065.18	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	3384	2.27	117670	38609	11	68.6	3.05	1025	104	1669.29	2119.72	1669.29	0	0	98	100	96	90	13.05	119.4	39.8	0	1059.6	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1277.83	1547.9	1277.83	0.146	0	94	100	96	90	14.34	124.4	41.47	0	1074.17	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	719	2.17	17211	5999	1	96.97	2.87	1023	104	1215.24	1399.26	1215.24	0.0001	0	100	100	100	90	13.66	134.3	44.77	0	1067.83	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1448	2.23	76585	29349	1	100	2.61	1608	118	1630.74	1856.91	1630.74	0.0001	0	99	100	100	90	13.32	109.5	36.5	0	1070.52	0	-0.007	11	677	217	57	686.46	10853.47
