framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1566.41	2016.14	1566.41	0.0002	29.6	98.6	100	100	90	13.68	109.5	36.5	0	1006.85	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	14022	2.39	222256	67534	2	91.68	3.29	10661	254	1955.94	2483.91	1955.94	0.0001	25	96	100	100	90	13.25	124.5	21.58	0	998.57	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1172	2.26	100009	34722	1	99.5	2.88	1595	118	1836.49	2019.03	1836.49	0.1459	0	92	100	99.2	90	13.4	79.8	26.6	0	982.12	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	747	2.21	60102	15752	1	98.82	3.82	1599	117	1547.1	1852.75	1547.1	0.055	3.8	99	96	100	90	14.59	99.6	33.2	0	983.71	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1210.37	1691.2	1210.37	0.0001	0	100	100	100	100	13.18	74.7	24.9	0	985.27	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	760	2.18	27622	10088	1	100	2.74	1024	104	1359.08	1663.63	1359.08	0.0001	0	100	100	100	90	14.3	99.6	17.43	0	982.84	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1332	2.25	91158	34628	13	100	2.63	1603	117	1416.98	2124.08	1416.98	0.8056	0	79	96	100	90	13.07	119.5	39.83	0	982.38	0	-0.009	16	754	414	83	862.46	26425.59
react	True	1325	2.31	158538	50256	1	100	3.15	1023	104	1962.63	2268.95	1962.63	0.0002	45.6	96.2	100	100	90	13.04	44.7	14.9	0	988.14	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1119	2.18	26458	9243	1	100	2.86	1593	116	1359.56	1544.04	1359.56	0.0001	0	99.6	100	100	90	12.77	109.6	36.53	0	977.44	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3129	2.27	117668	38611	11	68.6	3.05	1024	104	1670.82	2060.32	1670.82	0	0	98.2	100	96	90	13.07	109.6	36.53	0	963.47	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.5	1541.33	1249.5	0.146	0	94	100	96	90	12.91	69.6	23.2	0	993.39	0	-0.016	3	560	426	74	71.69	20768.9
vanjs	True	660	2.17	17211	5999	1	96.97	2.87	1023	104	1209.55	1390.33	1209.55	0.0001	0	100	100	100	90	12.41	89.6	29.87	0	970.66	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1355	2.23	76585	29349	1	100	2.61	1596	117	1659.87	1856	1659.87	0.0001	0	99	100	100	90	12.82	64.6	21.53	0	983.38	0	-0.008	11	677	217	57	686.46	10853.47
