framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1864.64	2023.82	1864.64	0.0002	25.8	98	100	100	90	13.94	59.8	19.93	0	1082.5	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	14136	2.39	222256	67534	2	91.68	3.29	10873	253	1954.26	2480.99	1954.26	0.0001	24.6	96	100	100	90	12.39	69.8	23.27	0	1067.5	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1210	2.26	100009	34722	1	99.5	2.88	1595	119	1844.95	2020.32	1844.95	0.1459	0	92	100	99.2	90	14.03	59.7	19.9	0	1066.8	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	781	2.21	60102	15752	1	98.82	3.82	1600	118	1549.15	1854.82	1549.15	0.055	1.6	99	96	100	90	17.45	94.2	31.4	0	1067.34	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1284.2	1691.65	1284.2	0.0002	0	99.8	100	100	100	13.63	59.8	19.93	0	1068.01	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	776	2.18	27622	10088	1	100	2.74	1024	104	1359.5	1664.24	1359.5	0.0001	0	99.8	100	100	90	16.7	64.8	11.63	0	1076.39	0	-0.011	12	776	461	101	585.8	25344.18
qwik	True	1362	2.25	91158	34628	13	100	2.63	1614	117	1388.38	2127.95	1388.38	0.8073	0	79	96	100	90	17.2	54.8	18.27	0	1087.28	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1367	2.31	158538	50256	1	100	3.15	1022	105	1959.94	2264.91	1959.94	0.0001	3.6	97	100	100	90	17.89	54.7	18.23	0	1080.5	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1148	2.18	26458	9243	1	100	2.86	1610	117	1388.3	1542.24	1388.3	0.0001	0	99.8	100	100	90	18.24	124.5	25.75	0	1085.73	0	0	12	786	458	98	581.44	26202.05
svelte	True	3206	2.27	117670	38615	11	68.6	3.05	1024	104	1671.12	2030.5	1671.12	0	0	98.4	100	96	90	17.66	79.6	26.53	0	1046.36	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.61	1533.68	1243.61	0.146	0	94	100	96	90	16.57	84.6	28.2	0	1076.07	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	684	2.17	17211	5999	1	96.97	2.87	1023	104	1212.67	1395.21	1212.67	0.0001	0	100	100	100	90	17.19	69.7	23.23	0	1052.28	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1399	2.23	76585	29349	1	100	2.61	1599	118	1604.62	1859.12	1604.62	0.0001	0	99	100	100	90	16.72	79.6	26.53	0	1066.41	0	-0.006	11	677	217	57	686.46	10853.47
