framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1773.01	2029.76	1773.01	0.0002	30.6	98.2	100	100	90	14.78	64.7	11.62	0	1384.98	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	14642	2.39	222256	67534	2	91.68	3.29	11157	262	1955.96	2491.94	1955.96	0.0001	33	96	100	100	90	23.55	64.7	21.57	0	1383.31	0	-0.003	13	888	489	89	604.48	30872.93
jquery	True	1240	2.26	100009	34722	1	99.5	2.88	1631	118	1863.67	2056.5	1863.67	0.1459	0	91.8	100	99.2	90	17.03	84.7	10.52	0	1370.27	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	792	2.21	60102	15752	1	98.82	3.82	1597	119	1557.35	1825.63	1557.35	0.055	3.6	99	96	100	90	12.82	69.8	23.27	0	1384.87	0	-0.006	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1282.65	1691.62	1282.65	0.0002	0	99.8	100	100	100	23.6	69.7	23.23	0	1380.8	0	-0.003	4	321	234	67	154.88	17543.75
preact	True	787	2.18	27622	10088	1	100	2.74	1024	105	1365.94	1647.71	1365.94	0.0001	0	99.2	100	100	90	18.88	49.8	9.13	0	1381.4	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1384	2.25	91158	34628	13	100	2.63	1622	118	1417.18	2125.14	1417.18	0.6058	0.88	84	96	100	90	14.7	69.8	23.27	0	1383.61	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1391	2.31	158538	50256	1	100	3.15	1024	105	1950.57	2256.26	1950.57	0.0002	202.9	92.6	100	100	90	19.34	94.6	31.53	0	1378.12	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1181	2.18	26458	9243	1	100	2.86	1611	118	1392.44	1547.17	1392.44	0.0001	0	99.4	100	100	90	14.01	54.8	18.27	0	1369.18	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3266	2.27	117668	38608	11	68.6	3.05	1024	104	1678.29	2075.16	1678.29	0	1	98	100	96	90	14.18	49.8	16.6	0	1377.18	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1253.36	1556.69	1253.36	0.146	0	94	100	96	90	14.88	59.7	10.78	0	1381.5	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	700	2.17	17211	5999	1	96.97	2.87	1023	104	1210.49	1395.34	1210.49	0.0001	0	100	100	100	90	15.22	69.8	24.93	0	1377.79	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1456	2.23	76585	29349	1	100	2.61	1607	118	1640.63	1868.55	1640.63	0.0001	0	99	100	100	90	13.85	44.8	8.3	0	1376.32	0	-0.005	11	677	217	57	686.46	10853.47
