framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1753.37	1875.65	1753.37	0.0002	10.4	98.4	100	100	90	18.61	84.7	28.23	0	1100	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	11435	2.39	222256	67534	2	91.68	3.29	8878	221	1955.52	2471.08	1955.52	0.0001	12.8	96	100	100	90	13.54	30	10	0	1086.7	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	970	2.26	100009	34722	1	99.5	2.88	1485	114	1833.86	2021.99	1833.86	0.1459	0	92	100	99.2	90	15.2	54.8	18.27	0	1089.07	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	624	2.21	60102	15752	1	98.82	3.82	1486	114	1540.23	1845.14	1540.23	0.055	0	99	96	100	90	14.85	39.9	13.3	0	1078.73	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.33	1689.92	1211.33	0.0002	0	100	100	100	100	13.95	44.8	14.93	0	1093.04	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	633	2.18	27622	10088	1	100	2.74	1019	104	1360.87	1666.3	1360.87	0.0001	0	99.6	100	100	90	14.14	29.9	9.97	0	1097.95	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1099	2.25	91158	34628	13	100	2.63	1482	114	1401.2	2121.48	1401.2	0.3977	0	89	96	100	90	14.21	15	5	0	1098.01	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1081	2.31	158538	50256	1	100	3.15	1023	104	1960.64	2265.96	1960.64	0.0001	0	97	100	100	90	13.83	49.8	16.6	0	1089.13	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	914	2.18	26458	9243	1	100	2.86	1472	114	1386.27	1541.1	1386.27	0.0001	0	99.8	100	100	90	18.53	74.7	24.9	0	1073.03	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2552	2.27	117670	38612	11	68.6	3.05	1020	104	1666.19	2055.65	1666.19	0	0	98.4	100	96	90	14.36	35	11.67	0	1065.15	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1235.41	1535.41	1235.41	0.146	0	94	100	96	90	16.87	79.6	14.1	0	1090.82	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	545	2.17	17211	5999	1	96.97	2.87	1019	104	1210.64	1388.76	1210.64	0.0001	0	100	100	100	90	15.1	39.8	13.27	0	1086.94	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1120	2.23	76585	29349	1	100	2.61	1485	115	1659.51	1847.07	1659.51	0.0001	0	99	100	100	90	13.59	44.9	14.97	0	1084.48	0	-0.007	11	677	217	57	686.46	10853.47
