framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1674.14	2033.93	1674.14	0.0002	29.33	98.4	100	100	90	17.41	139	46.33	0	1072.63	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	14357	2.39	222256	67534	2	91.68	3.29	11137	263	1955.08	2483.82	1955.08	0.0001	26.2	96	100	100	90	20.87	129.2	22.37	0	1088.05	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1256	2.26	100009	34722	1	99.5	2.88	1632	118	1835.1	2030.55	1835.1	0.1459	0	92	100	99.2	90	17.52	29.9	5.82	0	1083.83	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	792	2.21	60102	15752	1	98.82	3.82	1598	118	1558.6	1828.7	1558.6	0.055	2.8	99	96	100	90	17.11	119.5	39.83	0	1078.24	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1212.72	1688.64	1212.72	0.0002	0	100	100	100	100	17.57	39.7	13.23	0	1074.36	0	-0.005	4	321	234	67	154.88	17543.75
preact	True	797	2.18	27622	10088	1	100	2.74	1024	105	1364.59	1673.99	1364.59	0.0001	0	99.2	100	100	90	17.18	119.5	39.83	0	1075.89	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1416	2.25	91158	34628	13	100	2.63	1626	118	1433.5	2128.04	1433.5	0.8074	0	79	96	100	90	17.59	124.4	41.47	0	1068	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1365	2.31	158538	50256	1	100	3.15	1027	106	1939.71	2244.67	1939.71	0.0001	45.8	96.2	100	100	90	17.87	124.4	41.47	0	1068.82	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1157	2.18	26458	9243	1	100	2.86	1617	117	1392.1	1548.65	1392.1	0.0001	0	99.4	100	100	90	17.71	159	53	0	1066.14	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3214	2.27	117670	38613	11	68.6	3.05	1034	104	1668.52	2116.52	1668.52	0	0.9	98	100	96	90	16.27	104.6	34.87	0	1064.8	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1255.65	1550.26	1255.65	0.146	0	94	100	96	90	18.46	84.6	28.2	0	1056.89	0	-0.019	3	560	426	74	71.69	20768.9
vanjs	True	725	2.17	17211	5999	1	96.97	2.87	1023	104	1216.79	1403.79	1216.79	0.0001	0	100	100	100	90	17.6	134.3	44.77	0	1073.91	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1454	2.23	76585	29349	1	100	2.61	1631	117	1663.01	1861.12	1663.01	0.0001	0	99	100	100	90	17.51	139.4	46.47	0	1063.16	0	-0.007	11	677	217	57	686.46	10853.47
