framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1766.2	2027.28	1766.2	0.0002	20.4	98.2	100	100	90	18.29	149.3	49.77	0	1398.27	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	13662	2.39	222256	67534	2	91.68	3.29	10644	263	1955.69	2488.93	1955.69	0.0001	30.4	96	100	100	90	24.94	84.6	28.2	0	1401.2	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1187	2.26	100009	34722	1	99.5	2.88	1586	118	1826.31	2023.76	1826.31	0.1459	0	92	100	99.2	90	17.33	134.3	44.77	0	1382.02	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	781	2.21	60102	15752	1	98.82	3.82	1585	118	1549.75	1856.42	1549.75	0.055	1	99	96	100	90	16.72	64.6	11.6	0	1376.71	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.36	1692.9	1211.36	0.0001	0	100	100	100	100	16.93	99.6	17.43	0	1419.68	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	793	2.18	27622	10088	1	100	2.74	1023	105	1340.91	1646.36	1340.91	0.0001	0	99.8	100	100	90	18.77	134.1	44.7	0	1380.63	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1361	2.25	91158	34628	13	100	2.63	1580	117	1417.26	2124.73	1417.26	0.6039	0	84	96	100	90	16.89	104.5	34.83	0	1390.51	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1334	2.31	158538	50256	1	100	3.15	1029	105	1954.16	2259.44	1954.16	0.0001	78.5	95.2	100	100	90	18.68	134.5	44.83	0	1390.99	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1162	2.18	26458	9243	1	100	2.86	1594	118	1393.61	1549.71	1393.61	0.0001	0	99.2	100	100	90	18.12	139.4	46.47	0	1376.29	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3161	2.27	117670	38612	11	68.6	3.05	1029	105	1666.58	2085.7	1666.58	0	0	98.2	100	96	90	16.99	138.8	46.27	0	1375.12	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1251.35	1548	1251.35	0.146	0	94	100	96	90	17	114.5	38.17	0	1380.96	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	676	2.17	17211	5999	1	96.97	2.87	1023	104	1212.13	1396.59	1212.13	0.0001	0	100	100	100	90	16.54	144.4	48.13	0	1382.28	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1376	2.23	76585	29349	1	100	2.61	1597	118	1663	1860.7	1663	0.0001	0	99	100	100	90	15.15	129.3	43.1	0	1452.51	0	0.002	11	677	217	57	686.46	10853.47
