framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1473.18	1910.47	1473.18	0.0002	23.8	99	100	100	90	16.78	129.4	43.13	0	1090.2	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	14900	2.39	222256	67534	2	91.68	3.29	11114	261	1954.63	2482.74	1954.63	0.0001	25.8	96	100	100	90	17.31	124.4	41.47	0	1074.33	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1242	2.26	100009	34722	1	99.5	2.88	1643	119	1845.16	2021.73	1845.16	0.1459	0	92	100	99.2	90	17.29	144.2	48.07	0	1073.36	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	763	2.21	60102	15752	1	98.82	3.82	1648	118	1563.32	1793.74	1563.32	0.055	0.8	99	96	100	90	17.55	124.4	41.47	0	1068.13	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.94	1713.84	1214.94	0.0002	0	100	100	100	100	24.56	119.5	39.83	0	1068.12	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	809	2.18	27622	10088	1	100	2.74	1023	104	1358.98	1663.47	1358.98	0.0001	0	99.8	100	100	90	16.53	144.5	48.17	0	1062.88	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1382	2.25	91158	34628	13	100	2.63	1628	118	1432.55	2125.21	1432.55	0.8166	0	78.8	96	100	90	16.8	139.2	46.4	0	1084.14	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1415	2.31	158538	50256	1	100	3.15	1024	105	1941.74	2247.32	1941.74	0.0001	51.7	96	100	100	90	17.57	139	46.33	0	1077.83	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1170	2.18	26458	9243	1	100	2.86	1621	118	1389.56	1544.73	1389.56	0.0001	0	99.8	100	100	90	18.7	134.3	44.77	0	1071.61	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3346	2.27	117668	38613	11	68.6	3.05	1026	104	1669.97	2118.06	1669.97	0	0.5	98	100	96	90	17.46	134.1	44.7	0	1057.95	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1252.17	1548.37	1252.17	0.1461	0	94	100	96	90	17.41	119.5	39.83	0	1077.01	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	694	2.17	17211	5999	1	96.97	2.87	1023	104	1213.23	1397.84	1213.23	0.0001	0	100	100	100	90	16.6	129.5	43.17	0	1051.3	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1431	2.23	76585	29349	1	100	2.61	1629	118	1659.43	1856.34	1659.43	0.0001	0	99	100	100	90	17.16	129.4	43.13	0	1062.51	0	-0.006	11	677	217	57	686.46	10853.47
