framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1765.29	2019.63	1765.29	0.0002	26.4	98.2	100	100	90	14.38	59.7	19.9	0	997.84	0	-0.022	3	444	299	68	83.56	13776.09
angular	True	14079	2.39	222256	67534	2	91.68	3.29	10956	258	1955.29	2486.13	1955.29	0.0001	28.2	96	100	100	90	18.69	79.5	26.5	0	995.4	0	-0.008	13	888	489	89	604.48	30872.93
jquery	True	1202	2.26	100009	34722	1	99.5	2.88	1594	119	1834.98	2027.08	1834.98	0.1459	0	92	100	99.2	90	13.71	54.8	18.27	0	991.85	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	751	2.21	60102	15752	1	98.82	3.82	1598	117	1550.89	1856.33	1550.89	0.055	2.6	99	96	100	90	18.3	69.6	23.2	0	991.11	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1215.98	1696.56	1215.98	0.0001	0	100	100	100	100	16.7	84.7	28.23	0	989.91	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	777	2.18	27622	10088	1	100	2.74	1023	104	1364.03	1674.54	1364.03	0.0001	0	99.2	100	100	90	17.81	49.8	16.6	0	980.79	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1342	2.25	91158	34628	13	100	2.63	1605	117	1418.5	2127.03	1418.5	0.8857	0	78.8	96	100	90	17.35	54.8	18.27	0	989.56	0	-0.009	16	754	414	83	862.46	26425.59
react	True	1326	2.31	158538	50256	1	100	3.15	1022	105	1949.37	2255.05	1949.37	0.0001	39.3	96.4	100	100	90	18.42	84.6	28.2	0	986.39	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1124	2.18	26458	9243	1	100	2.86	1598	117	1391.24	1546.26	1391.24	0.0001	0	99.6	100	100	90	13.1	39.8	13.27	0	981.5	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	3138	2.27	117668	38611	11	68.6	3.05	1024	104	1670.7	2058.53	1670.7	0	0	98.4	100	96	90	18.46	89.6	29.87	0	970.79	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.08	1536.17	1247.08	0.1461	0	94	100	96	90	16.73	74.7	24.9	0	983.17	0	-0.021	3	560	426	74	71.69	20768.9
vanjs	True	668	2.17	17211	5999	1	96.97	2.87	1023	104	1210.2	1392.1	1210.2	0.0001	0	100	100	100	90	13.94	49.8	9.13	0	984.26	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1367	2.23	76585	29349	1	100	2.61	1612	116	1657.32	1850.98	1657.32	0.0001	0	99	100	100	90	18.2	94.6	31.53	0	975.34	0	-0.005	11	677	217	57	686.46	10853.47
