framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1667.87	1894.31	1667.87	0.0001	26.1	98.6	100	100	90	15.67	99.5	33.17	0	1015.09	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	13850	2.39	222256	67534	2	91.68	3.29	10656	248	1955.7	2484.94	1955.7	0.0001	26.4	96	100	100	90	17.5	104.6	18.27	0	996.75	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1181	2.26	100009	34722	1	99.5	2.88	1579	118	1828.21	2015.92	1828.21	0.1459	0	92	100	99.2	90	17.21	89.6	29.87	0	1000.13	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	732	2.21	60102	15752	1	98.82	3.82	1592	118	1546.36	1851.84	1546.36	0.055	1.4	99	96	100	90	18.58	114.5	38.17	0	999.35	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.27	1695.83	1214.27	0.0001	0	100	100	100	100	18.11	69.7	23.23	0	986.65	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	754	2.18	27622	10088	1	100	2.74	1024	105	1358.45	1662.68	1358.45	0.0001	0	99.8	100	100	90	17.34	59.7	19.9	0	998.47	0	-0.009	12	776	461	101	585.8	25344.18
qwik	True	1332	2.25	91158	34628	13	100	2.63	1606	117	1417.38	2124.81	1417.38	0.4039	0	89	96	100	90	18.32	119.4	39.8	0	991.84	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1337	2.31	158538	50256	1	100	3.15	1023	104	1969.15	2268.63	1969.15	0.0001	253.6	92	100	100	90	17.48	94.5	31.5	0	981.12	0	-0.014	13	762	438	90	634.69	24213.69
solid	True	1125	2.18	26458	9243	1	100	2.86	1595	117	1389.9	1544.05	1389.9	0.0001	0	99.6	100	100	90	18.09	79.6	26.53	0	988.86	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3135	2.27	117670	38614	11	68.6	3.05	1024	104	1675.46	2071.36	1675.46	0	0.3	98.2	100	96	90	18.04	134.5	44.83	0	968.72	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1272.93	1536.58	1272.93	0.146	0	94	100	96	90	18.31	94.6	31.53	0	977.9	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	651	2.17	17211	5999	1	96.97	2.87	1024	104	1211.01	1393.72	1211.01	0.0001	0	100	100	100	90	14.21	10	3.33	0	974.48	0	0.004	3	743	388	76	74.17	22895.14
vue	True	1343	2.23	76585	29349	1	100	2.61	1611	118	1659.69	1853.94	1659.69	0.0001	0	99	100	100	90	18.38	69.7	23.23	0	980.39	0	-0.007	11	677	217	57	686.46	10853.47
