framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1564.01	1885.28	1564.01	0.0002	4.6	98.8	100	100	90	16.25	54.9	18.3	0	1422.17	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	10818	2.39	222256	67534	2	91.68	3.29	8434	221	1953.92	2467.08	1953.92	0.0001	14.2	96	100	100	90	26.63	40	13.33	0	1453.94	0	-0.001	13	888	489	89	604.48	30872.93
jquery	True	916	2.26	100009	34722	1	99.5	2.88	1483	113	1891.75	2069.02	1891.75	0.1167	0	92.8	100	99.2	90	21.39	64.9	11.65	0	1386.35	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	585	2.21	60102	15752	1	98.82	3.82	1482	114	1538.69	1842.53	1538.69	0.055	0	99	96	100	90	23	99.7	33.23	0	1437.46	0	0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1210.32	1674.86	1210.32	0.0003	0	100	100	100	100	18.91	10	3.33	0	1426.34	0	-0.002	4	321	234	67	154.88	17543.75
preact	True	594	2.18	27622	10088	1	100	2.74	1019	104	1356.98	1660.46	1511.18	0.0001	0	99.8	100	100	90	16.48	64.9	21.63	0	1426.77	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1019	2.25	91158	34628	13	100	2.63	1475	113	1431.11	2119.87	1431.11	0.5957	0	84	96	100	90	23.29	49.9	16.63	0	1418.41	0	-0.001	16	754	414	83	862.46	26425.59
react	True	1042	2.31	158538	50256	1	100	3.15	1020	104	1943.6	2243.4	1943.6	0.0001	115.9	94.2	100	100	90	17.63	30	10	0	1398.5	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	863	2.18	26458	9243	1	100	2.86	1488	114	1353.1	1535.85	1353.1	0.0001	0	100	100	100	90	33.89	44.9	14.97	0	1433.21	0	-0.001	12	786	458	98	581.44	26202.05
svelte	True	2521	2.27	117668	38611	11	68.6	3.05	1023	104	1666.2	2060.96	1666.2	0	39.62	97.8	100	96	90	18.65	25	8.33	0	1359.64	0	0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1241.66	1540.15	1241.66	0.146	0	94	100	96	90	32.14	44.9	21.63	0	1421.91	15	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	517	2.17	17211	5999	1	96.97	2.87	1020	103	1209.29	1388.54	1209.29	0.0001	0	100	100	100	90	17.71	44.9	14.97	0	1362.54	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1054	2.23	76585	29349	1	100	2.61	1483	113	1656.9	1845.95	1656.9	0.0001	0	99	100	100	90	17.9	34.9	11.63	0	1416.05	0	-0.002	11	677	217	57	686.46	10853.47
