framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1389.45	1918.17	1389.45	0.0002	21.5	99.2	100	100	90	19.83	104.6	34.87	0	992.38	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	13733	2.39	222256	67534	2	91.68	3.29	10616	260	1955.02	2483.14	1955.02	0.0001	25.6	96	100	100	90	17.62	84.7	28.23	0	980.09	0	-0.008	13	888	489	89	604.48	30872.93
jquery	True	1178	2.26	100009	34722	1	99.5	2.88	1579	117	1834.33	2016.89	1834.33	0.1459	0	92	100	99.2	90	17.8	109.3	36.43	0	986.01	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	734	2.21	60102	15752	1	98.82	3.82	1605	118	1548.6	1854.99	1548.6	0.055	1.4	99	96	100	90	19.2	114.5	38.17	0	990.93	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.93	1692.84	1214.93	0.0003	0	100	100	100	100	19.99	119.5	39.83	0	970.28	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	750	2.18	27622	10088	1	100	2.74	1024	104	1359.93	1664.89	1359.93	0.0001	0	99.8	100	100	90	17.93	84.7	28.23	0	975.08	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1322	2.25	91158	34628	13	100	2.63	1602	118	1418.01	2125.49	1418.01	0.8169	0	78.8	96	100	90	17.09	104.7	34.9	0	983.8	0	-0.01	16	754	414	83	862.46	26425.59
react	True	1310	2.31	158538	50256	1	100	3.15	1022	105	1963.37	2297.48	1963.37	0.0001	365	90.2	100	100	90	14.94	74.8	24.93	0	989.54	0	-0.004	13	762	438	90	634.69	24213.69
solid	True	1097	2.18	26458	9243	1	100	2.86	1584	117	1362.59	1547.38	1362.59	0.0001	0	99.8	100	100	90	16.83	89.7	29.9	0	973.61	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3067	2.27	117668	38610	11	68.6	3.05	1024	104	1670.36	2079.23	1670.36	0	6	98.2	100	96	90	19.07	84.6	28.2	0	957.65	0	0.012	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1242.98	1538.04	1242.98	0.146	0	94	100	96	90	20.86	114.6	38.2	0	975.14	0	-0.02	3	560	426	74	71.69	20768.9
vanjs	True	654	2.17	17211	5999	1	96.97	2.87	1023	104	1213.7	1401.36	1213.7	0.0001	0	100	100	100	90	17.95	79.6	26.53	0	973.99	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1343	2.23	76585	29349	1	100	2.61	1595	118	1657.79	1852.48	1657.79	0.0001	0	99	100	100	90	17.77	139.4	46.47	0	992.89	0	-0.007	11	677	217	57	686.46	10853.47
