framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1752.87	1877.82	1752.87	0.0002	7.6	98.4	100	100	90	18.57	15	5	0	1419.88	0	-0.008	3	444	299	68	83.56	13776.09
angular	True	11174	2.39	222256	67534	2	91.68	3.29	8638	224	1959.54	2501.82	1959.54	0.0001	78.45	94.2	100	100	90	18.12	109.7	36.57	0	1448.48	0	-0.002	13	888	489	89	604.48	30872.93
jquery	True	967	2.26	100009	34722	1	99.5	2.88	1488	114	1823.16	2015.53	1823.16	0.1459	0	92	100	99.2	90	17.86	10	3.33	0	1427.46	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	599	2.21	60102	15752	1	98.82	3.82	1482	113	1541.69	1845.54	1541.69	0.055	0	99	96	100	90	17.9	89.7	29.9	0	1441.88	0	0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1212.48	1745.21	1212.48	0.0002	0	99.8	100	100	100	16.68	124.7	21.62	0	1404.96	0	-0.002	4	321	234	67	154.88	17543.75
preact	True	613	2.18	27622	10088	1	100	2.74	1021	104	1358.49	1632.73	1358.49	0.0001	0	99.8	100	100	90	20.93	114.7	19.95	0	1423	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1071	2.25	91158	34628	13	100	2.63	1530	113	1417.11	2122.8	1417.11	0.6055	0	84	96	100	90	21.52	119.6	39.87	0	1410.92	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1030	2.31	158538	50256	1	100	3.15	1019	105	1935.06	2238.49	1935.06	0.0002	35.4	96.8	100	100	90	25.55	29.9	5.82	0	1420.27	0	-0.002	13	762	438	90	634.69	24213.69
solid	True	881	2.18	26458	9243	1	100	2.86	1494	112	1383.95	1537.83	1383.95	0.0001	0	100	100	100	90	15.77	89.7	29.9	0	1412.59	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2506	2.27	117668	38610	11	68.6	3.05	1024	104	1665.2	2055.34	1665.2	0	0	98.4	100	96	90	19.69	134.7	44.9	0	1362.61	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1240.01	1537.95	1240.01	0.146	0	94	100	96	90	18.86	30	10	0	1414.02	0	-0.005	3	560	426	74	71.69	20768.9
vanjs	True	546	2.17	17211	5999	1	96.97	2.87	1019	104	1208.33	1386.7	1208.33	0.0001	0	100	100	100	90	17.9	114.7	38.23	0	1372.33	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1067	2.23	76585	29349	1	100	2.61	1474	113	1659.06	1848.98	1659.06	0.0001	0	99	100	100	90	20.33	129.6	43.2	0	1372.22	0	-0.003	11	677	217	57	686.46	10853.47
