framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1773.52	2031.15	1773.52	0.0001	29.6	98.2	100	100	90	14.11	99.6	33.2	0	1090.65	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	14199	2.39	222256	67534	2	91.68	3.29	10943	260	1955.43	2483.15	1955.43	0.0001	25	96	100	100	90	12.84	79.6	26.53	0	1073.08	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1227	2.26	100009	34722	1	99.5	2.88	1608	119	1839.58	2023.27	1839.58	0.1459	0.1	92	100	99.2	90	13.8	99.6	17.43	0	1070.24	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	767	2.21	60102	15752	1	98.82	3.82	1607	119	1548.12	1854.48	1548.12	0.055	1	99	96	100	90	12.76	114.5	38.17	0	1059.46	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.8	1693.31	1211.8	0.0002	0	100	100	100	100	12.89	114.3	19.88	0	1078.38	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	783	2.18	27622	10088	1	100	2.74	1024	104	1361.26	1666.89	1361.26	0.0001	0	99.8	100	100	90	13.33	104.5	34.83	0	1077.34	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1368	2.25	91158	34628	13	100	2.63	1612	118	1402.16	2124.5	1402.16	0.8073	3.9	79	96	100	90	12.68	94.5	31.5	0	1087.87	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1370	2.31	158538	50256	1	100	3.15	1022	105	1938.81	2242.92	1938.81	0.0001	137.2	93.6	100	100	90	13.16	59.7	19.9	0	1066.45	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1152	2.18	26458	9243	1	100	2.86	1603	117	1393.27	1548.21	1393.27	0.0001	0	99.4	100	100	90	13.33	79.8	26.6	0	1072.26	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3162	2.27	117670	38614	11	68.6	3.05	1031	104	1672.05	2090.87	1672.05	0	8.3	98	100	96	90	13.84	124.5	41.5	0	1052.8	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1272.34	1542.98	1272.34	0.1461	0	94	100	96	90	14.32	74.7	13.28	0	1074.63	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	679	2.17	17211	5999	1	96.97	2.87	1023	104	1213.09	1395.84	1213.09	0.0001	0	100	100	100	90	13.29	119.5	39.83	0	1065.51	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1410	2.23	76585	29349	1	100	2.61	1613	118	1658.45	1853.07	1658.45	0.0001	0	99	100	100	90	13.54	109.6	36.53	0	1078.75	0	-0.007	11	677	217	57	686.46	10853.47
