framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1768.43	2034.35	1768.43	0.0002	29.8	98.2	100	100	90	14.33	25	10	0	1074.01	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	14584	2.39	222256	67534	2	91.68	3.29	11294	251	1955.25	2485.48	1955.25	0.0001	27.6	96	100	100	90	14.2	29.8	5.8	0	1048.67	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1275	2.26	100009	34722	1	99.5	2.88	1599	117	1826.72	2016.28	1826.72	0.1459	0	92	100	99.2	90	14.44	5	1.67	0	1048.87	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	796	2.21	60102	15752	1	98.82	3.82	1616	118	1550.61	1857.52	1550.61	0.055	3.6	99	96	100	90	14.24	34.9	11.63	0	1048.54	0	-0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.67	1712.12	1211.67	0.0002	0	99.8	100	100	100	13.05	20	7.48	0	1055.83	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	797	2.18	27622	10088	1	100	2.74	1024	104	1358.95	1663.42	1358.95	0.0001	0	99.8	100	100	90	14.39	24.9	8.3	0	1047.92	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1405	2.25	91158	34628	13	100	2.63	1608	117	1403.65	2128.38	1403.65	1.005	0	74	96	100	90	12.52	24.9	8.3	0	1049.96	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1376	2.31	158538	50256	1	100	3.15	1028	105	1945.78	2251.98	1945.78	0.0001	209.3	92.6	100	100	90	14.13	10	3.33	0	1044.4	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1184	2.18	26458	9243	1	100	2.86	1610	116	1391.81	1546.31	1391.81	0.0001	0.2	99.6	100	100	90	13.21	39.8	7.47	0	1043	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3285	2.27	117668	38611	11	68.6	3.05	1031	105	1668.23	2116.56	1668.23	0	3.6	98	100	96	90	12.95	39.8	13.27	0	1036.36	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.05	1542.33	1247.05	0.146	0	94	100	96	90	14.56	54.8	18.27	0	1054.25	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	715	2.17	17211	5999	1	96.97	2.87	1024	104	1212.57	1398.85	1212.57	0.0001	0	100	100	100	90	15.07	15	5	0	1038.46	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1447	2.23	76585	29349	1	100	2.61	1628	118	1636.85	1865.08	1636.85	0.0001	0.6	99	100	100	90	14.42	20	6.67	0	1045.04	0	-0.005	11	677	217	57	686.46	10853.47
