framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1684.64	2042.45	1684.64	0.0002	28.8	98.4	100	100	90	19.15	64.8	21.6	0	1388.04	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	14342	2.39	222256	67534	2	91.68	3.29	11214	274	1957.37	2490.26	1957.37	0.0001	29.2	96	100	100	90	30.11	74.6	24.87	0	1386.23	0	-0.002	13	888	489	89	604.48	30872.93
jquery	True	1271	2.26	100009	34722	1	99.5	2.88	1606	118	1846.88	2019.62	1846.88	0.1459	0	92	100	99.2	90	19.45	59.6	19.87	0	1381.05	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	791	2.21	60102	15752	1	98.82	3.82	1610	119	1560.69	1830.38	1560.69	0.055	3.4	99	96	100	90	21.81	49.7	16.57	0	1373.94	0	0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1183.99	1707.93	1183.99	0.0003	0	100	100	100	100	18.52	54.8	18.27	0	1371.57	0	-0.002	4	321	234	67	154.88	17543.75
preact	True	770	2.18	27622	10088	1	100	2.74	1024	104	1361.1	1608.55	1361.1	0.0001	0	99.8	100	100	90	23.21	88.8	29.6	0	1358.85	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1412	2.25	91158	34628	13	100	2.63	1631	117	1402.4	2125.87	1402.4	1.0074	0	74	96	100	90	19.11	74.7	24.9	0	1408.96	0	-0.003	16	754	414	83	862.46	26425.59
react	True	1417	2.31	158538	50256	1	100	3.15	1024	105	1946.69	2252.43	1946.69	0.0002	200.5	92.8	100	100	90	22.14	114.4	13.82	0	1383.77	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1169	2.18	26458	9243	1	100	2.86	1596	117	1359.48	1543.22	1359.48	0.0001	0	99.8	100	100	90	21.5	84.6	14.93	0	1390.62	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	3246	2.27	117668	38611	11	68.6	3.05	1025	104	1677.64	2076.34	1677.64	0	0.5	98.2	100	96	90	21.64	64.7	21.57	0	1357.37	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1251.75	1540.54	1251.75	0.146	0	94	100	96	90	21.34	99.6	33.2	0	1366.66	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	696	2.17	17211	5999	1	96.97	2.87	1026	104	1209.06	1391.6	1209.06	0.0001	0	100	100	100	90	19.53	89.6	15.77	0	1379.05	0	0.007	3	743	388	76	74.17	22895.14
vue	True	1429	2.23	76585	29349	1	100	2.61	1606	118	1659.07	1860.6	1659.07	0.0001	2.4	99	100	100	90	22.06	69.7	23.23	0	1374.27	0	0	11	677	217	57	686.46	10853.47
