framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1762.31	2020.27	1762.31	0.0002	20.6	98.2	100	100	90	14.56	109.7	36.57	0	1089.21	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	14438	2.39	222256	67534	2	91.68	3.29	10781	264	1955.21	2483.21	1955.21	0.0001	25.4	96	100	100	90	13.25	104.6	34.87	0	1081.03	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1265	2.26	100009	34722	1	99.5	2.88	1633	118	1830.25	2022.57	1830.25	0.1459	0	92	100	99.2	90	13.74	124.5	41.5	0	1074.54	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	777	2.21	60102	15752	1	98.82	3.82	1635	119	1547.4	1852.4	1547.4	0.055	1.8	99	96	100	90	14.37	114.5	38.17	0	1078.25	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1216.94	1731.91	1216.94	0.0002	0	99.8	100	100	100	14.38	119.5	20.75	0	1065.02	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	768	2.18	27622	10088	1	100	2.74	1025	105	1364.81	1674.01	1364.81	0.0001	0	99.2	100	100	90	14.05	119.5	20.75	0	1073.58	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1379	2.25	91158	34628	13	100	2.63	1624	118	1432.53	2124.76	1432.53	0.8731	0	79	96	100	90	13.31	124.4	41.47	0	1081.27	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1366	2.31	158538	50256	1	100	3.15	1023	105	1940.5	2258.65	1940.5	0.0002	44.2	96.2	100	100	90	12.68	114.5	19.92	0	1070.74	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1147	2.18	26458	9243	1	100	2.86	1645	118	1392.19	1546.38	1392.19	0.0001	0	99.4	100	100	90	12.79	109.5	19.08	0	1075	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	3133	2.27	117668	38610	11	68.6	3.05	1026	105	1669.82	2087.64	1669.82	0	0	98.2	100	96	90	13.7	114.5	38.17	0	1063.2	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.38	1541.5	1250.38	0.146	0	94	100	96	90	13.58	94.6	31.53	0	1079.95	0	-0.019	3	560	426	74	71.69	20768.9
vanjs	True	689	2.17	17211	5999	1	96.97	2.87	1023	105	1213.92	1397.28	1213.92	0.0001	0	100	100	100	90	17.09	129.3	43.1	0	1058.35	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1425	2.23	76585	29349	1	100	2.61	1615	118	1628.63	1853.94	1628.63	0.0001	0	99	100	100	90	14.1	124.5	41.5	0	1066.88	0	-0.006	11	677	217	57	686.46	10853.47
