framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1866.3	2024.7	1866.3	0.0002	25.4	98	100	100	90	13.2	119.4	39.8	0	1404.65	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	13994	2.39	222256	67534	2	91.68	3.29	10978	257	1954.79	2482.38	1954.79	0.0001	25.2	96	100	100	90	23.46	109.5	36.5	0	1392.84	0	-0.002	13	888	489	89	604.48	30872.93
jquery	True	1205	2.26	100009	34722	1	99.5	2.88	1589	118	1837.9	2021.56	1837.9	0.1459	0	92	100	99.2	90	15.15	114.4	13.82	0	1393.07	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	761	2.21	60102	15752	1	98.82	3.82	1612	119	1552.49	1859.73	1552.49	0.055	4.6	99	96	100	90	15.34	84.6	28.2	0	1388.85	0	0	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1283.82	1703.06	1283.82	0.0002	0	99.8	100	100	100	15.06	89.4	29.8	0	1399.05	0	-0.003	4	321	234	67	154.88	17543.75
preact	True	789	2.18	27622	10088	1	100	2.74	1024	104	1359.31	1665.97	1359.31	0.0001	0	99.8	100	100	90	14.76	114.5	20.73	0	1380.59	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1373	2.25	91158	34628	13	100	2.63	1612	117	1417.2	2125.19	1417.2	0.8053	0	79	96	100	90	13.32	119.3	39.77	0	1453.29	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1387	2.31	158538	50256	1	100	3.15	1028	105	1959.58	2264.36	1959.58	0.0002	44.6	96.2	100	100	90	14.88	99.6	17.43	0	1454.59	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1164	2.18	26458	9243	1	100	2.86	1605	117	1392.11	1546.86	1392.11	0.0001	0	99.6	100	100	90	14.79	84.6	28.2	0	1387.39	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3203	2.27	117670	38610	11	68.6	3.05	1026	104	1671.53	2089.69	1671.53	0	0	98.2	100	96	90	13.79	94.7	31.57	0	1369.05	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1238.27	1527.22	1238.27	0.1461	0	94	100	96	90	14.76	99.5	17.42	0	1390.96	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	683	2.17	17211	5999	1	96.97	2.87	1023	104	1215.47	1403.2	1215.47	0.0001	0	100	100	100	90	14.43	124.5	41.5	0	1376.51	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1410	2.23	76585	29349	1	100	2.61	1599	117	1628.44	1855.46	1628.44	0.0001	0	99	100	100	90	15.18	104.6	34.87	0	1383.38	0	-0.004	11	677	217	57	686.46	10853.47
