framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1752.88	2006.78	1752.88	0.0002	4	98.2	100	100	90	19.04	64.8	11.08	0	1459.57	5	0.01	3	444	299	68	83.56	13776.09
angular	True	10730	2.39	222256	67534	2	91.68	3.29	8629	217	1954.03	2464.25	1954.03	0.0001	8.2	96	100	100	90	26.84	29.9	11.63	0	1386.15	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	952	2.26	100009	34722	1	99.5	2.88	1458	114	1810	2016.4	1810	0.1459	0.4	92	100	99.2	90	21.54	99.4	33.13	0	1396.69	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	585	2.21	60102	15752	1	98.82	3.82	1484	114	1538.16	1842.64	1538.16	0.055	0	99	96	100	90	19	39.9	13.3	0	1392.27	0	0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.29	1678.03	1211.29	0.0002	0	100	100	100	100	20.67	94.7	31.57	0	1377.69	0	-0.001	4	321	234	67	154.88	17543.75
preact	True	602	2.18	27622	10088	1	100	2.74	1019	104	1358.74	1633.11	1358.74	0.0001	0	99.8	100	100	90	20.55	54.7	9.95	0	1416.79	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1050	2.25	91158	34628	13	100	2.63	1486	115	1429.97	2117.8	1429.97	0.4055	3.13	89	96	100	90	21.28	29.9	9.97	0	1404.39	0	-0.001	16	754	414	83	862.46	26425.59
react	True	1027	2.31	158538	50256	1	100	3.15	1018	104	1941.89	2246.83	1941.89	0.0001	42.9	96.4	100	100	90	20.32	44.8	8.3	0	1377.17	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	881	2.18	26458	9243	1	100	2.86	1481	114	1350.65	1533.87	1350.65	0.0001	0	100	100	100	90	27.14	29.9	9.97	0	1395.45	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2438	2.27	117668	38610	11	68.6	3.05	1021	104	1663.75	2083.26	1663.75	0	0	98.2	100	96	90	18.09	54.8	18.27	0	1384	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1237.27	1522.5	1237.27	0.146	0	94	100	96	90	16.09	5	1.67	0	1393.43	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	549	2.17	17211	5999	1	96.97	2.87	1019	104	1209.89	1387.03	1209.89	0.0001	0	100	100	100	90	20.86	64.8	21.6	0	1417.38	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1135	2.23	76585	29349	1	100	2.61	1484	114	1626.69	1843.44	1626.69	0.0001	0	99	100	100	90	29.7	54.9	18.3	0	1397.55	0	0	11	677	217	57	686.46	10853.47
