framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1746.97	1998.95	1746.97	0.0002	5.4	98.2	100	100	90	18.34	69.7	23.23	0	1110.91	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	10866	2.39	222256	67534	2	91.68	3.29	8494	216	1954.27	2465	1954.27	0.0001	8.6	96	100	100	90	18.57	104.6	34.87	0	1097.72	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	940	2.26	100009	34722	1	99.5	2.88	1468	114	1825.15	2009.32	1825.15	0.1459	0	92	100	99.2	90	13.48	34.9	11.63	0	1085.47	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	595	2.21	60102	15752	1	98.82	3.82	1451	114	1536.28	1839.83	1536.28	0.055	0	99	96	100	90	18.36	29.9	9.97	0	1089.63	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1180.24	1701.23	1180.24	0.0002	0	99.8	100	100	100	18.84	99.7	33.23	0	1075.9	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	615	2.18	27622	10088	1	100	2.74	1019	104	1357.31	1660.97	1357.31	0.0001	0	100	100	100	90	14.3	44.8	8.3	0	1075.7	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1066	2.25	91158	34628	13	100	2.63	1470	112	1401.79	2122.03	1401.79	0.8056	0	79	96	100	90	14.25	59.8	19.93	0	1088.73	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1036	2.31	158538	50256	1	100	3.15	1018	104	1959.78	2264.67	1959.78	0.0001	0	97	100	100	90	17.55	79.8	26.6	0	1090.52	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	891	2.18	26458	9243	1	100	2.86	1470	113	1383.01	1536.41	1383.01	0.0001	0	100	100	100	90	15.99	49.8	9.13	0	1080.16	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2450	2.27	117670	38615	11	68.6	3.05	1020	104	1664.94	2082.81	1664.94	0	0	98.2	100	96	90	16.09	54.8	18.27	0	1068.74	0	-0.007	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1235.61	1533.81	1235.61	0.146	0	94	100	96	90	18.18	29.9	9.97	0	1098.65	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	518	2.17	17211	5999	1	96.97	2.87	1018	103	1211.3	1389.35	1211.3	0.0001	0	100	100	100	90	14.84	54.8	18.27	0	1061.39	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1088	2.23	76585	29349	1	100	2.61	1455	114	1658.11	1844.36	1658.11	0.0001	0	99	100	100	90	17.71	74.7	24.9	0	1090.88	0	-0.005	11	677	217	57	686.46	10853.47
