framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1772.6	2039.44	1772.6	0.0001	34.4	98.2	100	100	90	13.28	99.5	33.17	0	1381.54	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	14843	2.39	222256	67534	2	91.68	3.29	11407	278	1956.21	2485.51	1956.21	0.0001	26.2	96	100	100	90	22.46	114.2	38.07	0	1378.9	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1262	2.26	100009	34722	1	99.5	2.88	1629	120	1853.47	2039.2	1853.47	0.1459	0	92	100	99.2	90	15.49	119.5	20.75	0	1369.58	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	807	2.21	60102	15752	1	98.82	3.82	1613	118	1564.79	1836.27	1564.79	0.055	5.6	99	96	100	90	17.09	74.6	24.87	0	1363.14	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.84	1698.24	1214.84	0.0002	0	100	100	100	100	15.14	124.4	41.47	0	1380.91	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	826	2.18	27622	10088	1	100	2.74	1024	104	1361.33	1669.1	1361.33	0.0001	0	99.8	100	100	90	20.96	129.3	43.1	0	1421.41	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1409	2.25	91158	34628	13	100	2.63	1631	118	1433.93	2128.25	1433.93	0.8017	0	78.8	96	100	90	16.08	104.4	34.8	0	1454.46	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1373	2.31	158538	50256	1	100	3.15	1024	105	1944.67	2250.71	1944.67	0.0002	64	95.6	100	100	90	15.14	104.6	34.87	0	1376.36	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1184	2.18	26458	9243	1	100	2.86	1637	117	1390.59	1545.49	1390.59	0.0001	0	99.6	100	100	90	14.35	134.3	44.77	0	1369.27	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3326	2.27	117668	38609	11	68.6	3.05	1024	105	1669.79	2059.14	1669.79	0	0	98.2	100	96	90	13.73	89.6	29.87	0	1356.98	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.67	1526.7	1248.67	0.1461	0	94	100	96	90	13.68	74.6	24.87	0	1362.18	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	718	2.17	17211	5999	1	96.97	2.87	1024	105	1213.54	1399.91	1213.54	0.0001	0	100	100	100	90	13.52	139.2	46.4	0	1381.38	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1467	2.23	76585	29349	1	100	2.61	1617	118	1630.29	1861.24	1630.29	0.0001	0	99	100	100	90	14.43	124.4	41.47	0	1385.29	0	-0.004	11	677	217	57	686.46	10853.47
