framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1760.99	2017.21	1760.99	0.0002	27.8	98.2	100	100	90	17.07	94.6	31.53	0	1091.91	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	14461	2.39	222256	67534	2	91.68	3.29	11213	265	1957.02	2487.53	1957.02	0.0001	27	96	100	100	90	18.48	79.6	26.53	0	1078.54	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1257	2.26	100009	34722	1	99.5	2.88	1637	118	1828.94	2030.21	1828.94	0.1459	0	92	100	99.2	90	19.01	103.9	18.15	0	1072.47	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	800	2.21	60102	15752	1	98.82	3.82	1637	119	1547.02	1852.03	1547.02	0.055	4.8	99	96	100	90	18.68	94.7	31.57	0	1086.48	0	0	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1213.92	1735.94	1213.92	0.0001	0	99.8	100	100	100	18.61	89.6	29.87	0	1079.43	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	771	2.18	27622	10088	1	100	2.74	1024	104	1365.93	1677.7	1365.93	0.0001	0	99.6	100	100	90	18.46	69.7	23.23	0	1067.96	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1407	2.25	91158	34628	13	100	2.63	1619	120	1403.11	2126.32	1403.11	0.8167	0	78.8	96	100	90	16.86	119.5	39.83	0	1066.32	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1370	2.31	158538	50256	1	100	3.15	1024	105	1941.85	2255.17	1941.85	0.0002	91.8	94.8	100	100	90	17.2	79.6	26.53	0	1065.47	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1165	2.18	26458	9243	1	100	2.86	1627	118	1392.05	1547.67	1392.05	0.0001	0	99.4	100	100	90	17.05	74.5	13.25	0	1066.54	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3253	2.27	117670	38613	11	68.6	3.05	1037	105	1670.63	2118.46	1670.63	0	0.6	98	100	96	90	16.76	104.5	34.83	0	1056.07	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1276.45	1548.34	1276.45	0.146	0	94	100	96	90	17.82	79.7	26.57	0	1084.68	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	696	2.17	17211	5999	1	96.97	2.87	1024	105	1213.34	1398.21	1213.34	0.0001	0	100	100	100	90	16.37	54.8	18.27	0	1060.86	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1425	2.23	76585	29349	1	100	2.61	1638	118	1660.32	1855.68	1660.32	0.0001	0	99	100	100	90	17.57	59.8	19.93	0	1078.23	0	-0.005	11	677	217	57	686.46	10853.47
