framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1368.68	1895.11	1368.68	0.0002	29	99.2	100	100	90	15.56	64.7	21.57	0	1070.75	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14249	2.39	222256	67534	2	91.68	3.29	11424	265	1956.07	2485.51	1956.07	0.0001	26.4	96	100	100	90	18.96	84.6	28.2	0	1047.64	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1258	2.26	100009	34722	1	99.5	2.88	1634	118	1840.56	2026.54	1840.56	0.1459	0	92	100	99.2	90	19.65	74.6	24.87	0	1066.23	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	795	2.21	60102	15752	1	98.82	3.82	1628	119	1545.6	1850.59	1545.6	0.055	1.2	99	96	100	90	16.06	69.7	23.23	0	1056.16	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1216.22	1734.65	1216.22	0.0003	0	99.8	100	100	100	14.2	69.7	23.23	0	1053.69	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	799	2.18	27622	10088	1	100	2.74	1023	104	1360.41	1637.41	1360.41	0.0001	0	99.8	100	100	90	20.36	94.5	31.5	0	1045.48	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1429	2.25	91158	34628	13	100	2.63	1644	116	1432.76	2125.91	1432.76	0.8076	0	79	96	100	90	14.17	84.3	28.1	0	1052.84	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1390	2.31	158538	50256	1	100	3.15	1027	105	1956.73	2261.69	1956.73	0.0002	242	92.2	100	100	90	18.81	89.7	29.9	0	1039.41	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1162	2.18	26458	9243	1	100	2.86	1634	118	1388.07	1542.2	1388.07	0.0001	0	99.6	100	100	90	15.84	64.6	21.53	0	1048.2	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3311	2.27	117670	38613	11	68.6	3.05	1031	104	1669.27	2087.43	1669.27	0	2.3	98	100	96	90	15.94	64.8	21.6	0	1027.94	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.58	1538.83	1248.58	0.146	0	94	100	96	90	13.33	74.6	24.87	0	1058.57	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	704	2.17	17211	5999	1	96.97	2.87	1024	104	1213.64	1397.87	1213.64	0.0001	0	100	100	100	90	14.91	69.5	23.17	0	1035.31	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1433	2.23	76585	29349	1	100	2.61	1620	118	1604.06	1860.7	1604.06	0.0001	0	99	100	100	90	16.83	49.8	16.6	0	1058.12	0	-0.005	11	677	217	57	686.46	10853.47
