framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1769.07	2024.9	1769.07	0.0002	30	98.2	100	100	90	20.94	69.8	19.12	0	1398.22	0	-0.006	3	444	299	68	83.56	13776.09
angular	True	14245	2.39	222256	67534	2	91.68	3.29	11077	253	1954.3	2483.66	1954.3	0.0001	27.2	96	100	100	90	27.43	74.5	24.83	0	1377.1	0	-0.003	13	888	489	89	604.48	30872.93
jquery	True	1247	2.26	100009	34722	1	99.5	2.88	1621	117	1846.83	2027.24	1846.83	0.1459	0	92	100	99.2	90	19.16	84.5	14.92	0	1384.2	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	775	2.21	60102	15752	1	98.82	3.82	1586	118	1532.99	1853.29	1532.99	0.055	0.8	99	96	100	90	14.64	74.8	13.3	0	1368.37	0	-0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.03	1695.95	1214.03	0.0002	0	100	100	100	100	14.86	29.9	9.97	0	1382.25	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	780	2.18	27622	10088	1	100	2.74	1023	104	1363.08	1675.62	1363.08	0.0001	0	99.2	100	100	90	14.93	74.8	24.93	0	1384.46	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1372	2.25	91158	34628	13	100	2.63	1603	117	1417.68	2125.13	1417.68	0.8074	0	79	96	100	90	19.02	84.7	28.23	0	1444.65	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1340	2.31	158538	50256	1	100	3.15	1023	105	1947.4	2251.8	1947.4	0.0001	74.9	95.2	100	100	90	15.1	69.8	23.27	0	1384.18	0	-0.002	13	762	438	90	634.69	24213.69
solid	True	1167	2.18	26458	9243	1	100	2.86	1623	116	1360.23	1544.74	1360.23	0.0001	0	99.8	100	100	90	17.25	84.6	28.2	0	1440.96	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3251	2.27	117670	38612	11	68.6	3.05	1024	105	1666.49	2084.84	1666.49	0	0	98	100	96	90	13.4	64.8	21.6	0	1367.94	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1245.95	1540.6	1245.95	0.146	0	94	100	96	90	16.74	49.8	16.6	0	1377.75	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	691	2.17	17211	5999	1	96.97	2.87	1024	104	1215.11	1402.66	1215.11	0.0001	0	100	100	100	90	13.96	39.8	7.47	0	1369.1	0	0	3	743	388	76	74.17	22895.14
vue	True	1426	2.23	76585	29349	1	100	2.61	1613	119	1656.64	1850.56	1656.64	0.0001	0	99	100	100	90	18.38	39.8	13.27	0	1377.54	0	-0.002	11	677	217	57	686.46	10853.47
