framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1748.51	1872.12	1748.51	0.0003	4.9	98.4	100	100	90	18.31	99.7	33.23	0	1430.04	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	10712	2.39	222256	67534	2	91.68	3.29	8444	214	1955.63	2466.84	1955.63	0.0001	8.4	96	100	100	90	19.05	79.7	26.57	0	1442.21	0	-0.003	13	888	489	89	604.48	30872.93
jquery	True	960	2.26	100009	34722	1	99.5	2.88	1454	115	1815.48	2009.12	1815.48	0.1459	0	92	100	99.2	90	18.05	54.8	18.27	0	1401.45	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	609	2.21	60102	15752	1	98.82	3.82	1462	114	1538.58	1851.17	1538.58	0.055	1.4	99	96	100	90	12.67	44.8	14.93	0	1383.93	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1211.51	1675.43	1211.51	0.0002	0	100	100	100	100	18.16	29.9	9.97	0	1380.57	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	593	2.18	27622	10088	1	100	2.74	1018	105	1359.82	1606.44	1359.82	0.0001	0	99.6	100	100	90	18.14	79.7	26.57	0	1383.97	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1052	2.25	91158	34628	13	100	2.63	1480	113	1401.56	2121.5	1401.56	0.8073	0	79	96	100	90	17.17	129.6	43.2	0	1381.3	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1037	2.31	158538	50256	1	100	3.15	1018	104	1956.2	2259.3	1956.2	0.0001	0.4	97	100	100	90	18.15	69.8	23.27	0	1387.9	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	882	2.18	26458	9243	1	100	2.86	1478	114	1321.42	1534.32	1321.42	0.0001	0	100	100	100	90	16.71	64.7	21.57	0	1397.33	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	2462	2.27	117668	38609	11	68.6	3.05	1018	104	1666.55	2115.05	1666.55	0	0	98	100	96	90	15.96	29.9	9.97	0	1385.51	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243	1544.47	1243	0.146	0	94	100	96	90	18.22	119.6	39.87	0	1387.39	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	547	2.17	17211	5999	1	96.97	2.87	1018	104	1209.65	1386.87	1209.65	0.0001	0	100	100	100	90	17.96	89.6	29.87	0	1367.16	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1095	2.23	76585	29349	1	100	2.61	1465	113	1658.56	1847.05	1658.56	0.0001	0	99	100	100	90	17.02	94.6	31.53	0	1396.52	0	-0.006	11	677	217	57	686.46	10853.47
