framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1766.34	2024.42	1766.34	0.0002	21	98.2	100	100	90	14.38	104.5	34.83	0	1388.12	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	13682	2.39	222256	67534	2	91.68	3.29	10527	255	1963.24	2486.96	1963.24	0.0001	26.4	96	100	100	90	24.88	119.5	39.83	0	1435.19	0	-0.003	13	888	489	89	604.48	30872.93
jquery	True	1181	2.26	100009	34722	1	99.5	2.88	1573	119	1826.81	2025.91	1826.81	0.1459	0	92	100	99.2	90	17.01	104.6	18.27	0	1369.58	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	752	2.21	60102	15752	1	98.82	3.82	1580	116	1560.35	1828.95	1560.35	0.055	1.4	99	96	100	90	13.73	119.5	39.83	0	1377.91	0	-0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1218.85	1704.4	1218.85	0.0001	0	100	100	100	100	18.88	119.5	21.58	0	1388.5	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	755	2.18	27622	10088	1	100	2.74	1023	104	1360.15	1667.22	1360.15	0.0001	0	99.6	100	100	90	14.63	124.5	41.5	0	1382.92	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1333	2.25	91158	34628	13	100	2.63	1600	117	1418.49	2127.02	1418.49	1.0035	0	74	96	100	90	15.25	119.5	39.83	0	1440.26	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1302	2.31	158538	50256	1	100	3.15	1023	105	1962.48	2268.72	1962.48	0.0002	59.6	95.6	100	100	90	14.77	104.6	34.87	0	1378.41	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1121	2.18	26458	9243	1	100	2.86	1587	117	1393.17	1549.35	1393.17	0.0001	0	99.2	100	100	90	15.56	109.6	36.53	0	1374.28	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3053	2.27	117668	38612	11	68.6	3.05	1024	104	1668.18	2065.39	1668.18	0	0	98.4	100	96	90	13.98	84.7	14.95	0	1357.39	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1242.39	1543.59	1242.39	0.146	0	94	100	96	90	17.06	139.5	46.5	0	1370.04	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	670	2.17	17211	5999	1	96.97	2.87	1024	104	1209.33	1392.19	1209.33	0.0001	0	100	100	100	90	13.58	119.5	39.83	0	1371.41	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1372	2.23	76585	29349	1	100	2.61	1601	118	1599.51	1857.07	1599.51	0.0001	0	99	100	100	90	14.98	114.6	19.93	0	1368.59	0	-0.003	11	677	217	57	686.46	10853.47
