framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1750.3	2009.85	1750.3	0.0002	7.2	98.2	100	100	90	18.63	44.9	14.97	0	1010.22	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	11038	2.39	222256	67534	2	91.68	3.29	8558	220	1954.92	2465.98	1954.92	0.0001	8.6	96	100	100	90	18.22	69.7	12.45	0	1015.52	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	980	2.26	100009	34722	1	99.5	2.88	1455	113	1807.53	1992	1807.53	0.1459	0	92.2	100	99.2	90	13.33	54.9	18.3	0	996.88	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	579	2.21	60102	15752	1	98.82	3.82	1471	113	1541.32	1847.08	1541.32	0.055	0	99	96	100	90	18.3	84.7	28.23	0	1000.51	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1210.94	1706.11	1210.94	0.0001	0	99.8	100	100	100	18.13	64.9	21.63	0	1005.78	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	581	2.18	27622	10088	1	100	2.74	1018	104	1342.6	1649.5	1342.6	0.0001	0	100	100	100	90	14.64	15	5	0	994.62	24.9	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1047	2.25	91158	34628	13	100	2.63	1478	114	1431.63	2122.26	1431.63	0.8073	0	79	96	100	90	14.86	54.8	18.27	0	1017.71	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1059	2.31	158538	50256	1	100	3.15	1018	104	1958.29	2262.44	1958.29	0.0001	0	97	100	100	90	14.86	39.9	13.3	0	1016.69	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	876	2.18	26458	9243	1	100	2.86	1471	114	1383.79	1538.88	1383.79	0.0001	0	100	100	100	90	19.43	99.6	33.2	0	997.59	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2423	2.27	117668	38610	11	68.6	3.05	1021	104	1663.56	2085.06	1663.56	0	0	98.2	100	96	90	14.98	59.8	19.93	0	993.46	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1232.19	1529.65	1232.19	0.146	0	94	100	96	90	17.81	64.8	11.63	0	995.81	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	516	2.17	17211	5999	1	96.97	2.87	1018	104	1208.65	1386.37	1208.65	0.0001	0	100	100	100	90	14.98	34.8	11.6	0	1002.47	0	0	3	743	388	76	74.17	22895.14
vue	True	1066	2.23	76585	29349	1	100	2.61	1471	114	1723.52	1942.08	1723.52	0.0001	0	98.4	100	100	90	18.23	64.8	21.6	0	994.5	0	-0.007	11	677	217	57	686.46	10853.47
