framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1478.19	1914.08	1478.19	0.0002	30.3	99	100	100	90	14.44	29.9	9.97	0	994.29	0	-0.015	3	444	299	68	83.56	13776.09
angular	True	15063	2.39	222256	67534	2	91.68	3.29	10896	257	1956.37	2487.55	1956.37	0.0001	28	96	100	100	90	19.35	74.6	13.27	0	1001.43	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1249	2.26	100009	34722	1	99.5	2.88	1617	118	1830.47	2021.71	1830.47	0.1459	0	92	100	99.2	90	16.59	74.6	24.87	0	979.97	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	796	2.21	60102	15752	1	98.82	3.82	1629	119	1545.73	1860.39	1545.73	0.055	4.4	99	96	100	90	19.43	84.6	28.2	0	982.24	0	0	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.14	1698	1214.14	0.0002	0	100	100	100	100	21.35	74.6	24.87	0	977.23	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	765	2.18	27622	10088	1	100	2.74	1025	105	1363.47	1673.11	1363.47	0.0001	0	99.4	100	100	90	17.33	79.6	26.53	0	980.55	0	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1348	2.25	91158	34628	13	100	2.63	1618	119	1418.49	2129	1418.49	1.003	0	74	96	100	90	16.07	69.8	23.27	0	1003.46	0	-0.009	16	754	414	83	862.46	26425.59
react	True	1371	2.31	158538	50256	1	100	3.15	1025	105	1946.94	2252.31	1946.94	0.0001	35.2	96.6	100	100	90	13.9	64.8	21.6	0	981.12	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1131	2.18	26458	9243	1	100	2.86	1596	116	1369.7	1554.25	1369.7	0.0001	0	99.6	100	100	90	20.31	84.7	28.23	0	991.36	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3313	2.27	117670	38612	11	68.6	3.05	1027	105	1681.42	2069.17	1681.42	0	0	98	100	96	90	14.7	74.6	24.87	0	975.17	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1251.43	1547.57	1251.43	0.1461	0	94	100	96	90	20.52	89.5	29.83	0	984.75	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	692	2.17	17211	5999	1	96.97	2.87	1029	105	1215.27	1402.11	1215.27	0.0001	0	100	100	100	90	16.7	54.8	18.27	0	973.79	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1409	2.23	76585	29349	1	100	2.61	1628	119	1660.36	1859.35	1660.36	0.0001	0.4	99	100	100	90	18.14	74.5	24.83	0	985.86	0	-0.005	11	677	217	57	686.46	10853.47
