framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1764.29	2023.18	1764.29	0.0002	21.2	98.2	100	100	90	12.95	104.6	34.87	0	1012.67	0	-0.02	3	444	299	68	83.56	13776.09
angular	True	13806	2.39	222256	67534	2	91.68	3.29	10995	261	1955.7	2482.36	1955.7	0.0001	23.8	96	100	100	90	15.54	104.7	34.9	0	990.75	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1182	2.26	100009	34722	1	99.5	2.88	1591	118	1828.85	2028.37	1828.85	0.1459	0	92	100	99.2	90	13.4	124.6	41.53	0	983.6	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	742	2.21	60102	15752	1	98.82	3.82	1605	117	1545.79	1850.59	1545.79	0.055	1	99	96	100	90	13.86	104.6	34.87	0	988.9	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1215.46	1700.75	1215.46	0.0001	0	100	100	100	100	15	99.6	33.2	0	996.1	0	-0.003	4	321	234	67	154.88	17543.75
preact	True	741	2.18	27622	10088	1	100	2.74	1024	104	1364.35	1673.13	1364.35	0.0001	0	99.4	100	100	90	12.48	109.5	36.5	0	988.03	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1314	2.25	91158	34628	13	100	2.63	1606	118	1432.66	2125.28	1432.66	1.0091	0.2	74	96	100	90	13.91	74.8	24.93	0	1002.57	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1303	2.31	158538	50256	1	100	3.15	1022	105	1943.43	2248.45	1943.43	0.0001	49	96.2	100	100	90	13.86	69.8	23.27	0	984.3	0	-0.01	13	762	438	90	634.69	24213.69
solid	True	1145	2.18	26458	9243	1	100	2.86	1590	117	1389.37	1545.16	1389.37	0.0001	0	99.4	100	100	90	12.98	84.4	28.13	0	980.69	34.9	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3111	2.27	117668	38609	11	68.6	3.05	1024	104	1673.49	1970.13	1673.49	0	0	98.4	100	96	90	13.72	114.5	38.17	0	980.78	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.63	1544.44	1247.63	0.146	0	94	100	96	90	16.65	104.6	34.87	0	996.44	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	661	2.17	17211	5999	1	96.97	2.87	1023	104	1212.25	1395.57	1212.25	0.0001	0	100	100	100	90	13.49	129.5	43.17	0	973.25	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1359	2.23	76585	29349	1	100	2.61	1577	117	1658.89	1854.14	1658.89	0.0001	0	99	100	100	90	14.75	124.6	41.53	0	991.53	0	-0.007	11	677	217	57	686.46	10853.47
