framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1785.12	2043.9	1785.12	0.0002	30.8	98.2	100	100	90	17.52	99.5	33.17	0	1087.25	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14343	2.39	222256	67534	2	91.68	3.29	11013	260	1954.98	2483.87	1954.98	0.0001	26.4	96	100	100	90	14.25	64.8	21.6	0	1083.76	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1216	2.26	100009	34722	1	99.5	2.88	1609	118	1831.7	2022.75	1831.7	0.1459	0	92	100	99.2	90	17.92	104.5	34.83	0	1086.52	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	772	2.21	60102	15752	1	98.82	3.82	1607	117	1548.56	1854.74	1548.56	0.055	1	99	96	100	90	16.22	44.8	14.93	0	1078.73	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1217.05	1690.4	1217.05	0.0002	0	100	100	100	100	25.96	104.1	34.7	0	1080.28	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	774	2.18	27622	10088	1	100	2.74	1024	104	1362.44	1670.46	1362.44	0.0001	0	99.4	100	100	90	16.93	84.6	28.2	0	1057.93	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1368	2.25	91158	34628	13	100	2.63	1617	118	1419.05	2128.73	1419.05	1.003	0	74	96	100	90	16.02	84.7	28.23	0	1078.92	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1379	2.31	158538	50256	1	100	3.15	1023	105	1943.05	2249.67	1943.05	0.0001	39.6	96.6	100	100	90	18.21	89.6	29.87	0	1068.42	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1152	2.18	26458	9243	1	100	2.86	1620	117	1387.6	1541.1	1387.6	0.0001	0	100	100	100	90	13.62	59.8	19.93	0	1077.41	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3202	2.27	117670	38610	11	68.6	3.05	1025	104	1671.54	2122.92	1671.54	0	0	98	100	96	90	16.36	69.7	23.23	0	1058.78	0	0.009	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1308.32	1531.82	1308.32	0.146	0	94	100	96	90	17.78	74.7	13.28	0	1076.14	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	702	2.17	17211	5999	1	96.97	2.87	1024	104	1214.01	1399.01	1214.01	0.0001	0	100	100	100	90	14.87	69.7	23.23	0	1050.16	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1417	2.23	76585	29349	1	100	2.61	1602	118	1628.61	1855.51	1628.61	0.0001	0	99	100	100	90	17.04	89.5	29.83	0	1074.66	0	-0.005	11	677	217	57	686.46	10853.47
