framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1869.74	2028.56	1869.74	0.0002	24.8	98	100	100	90	18.66	84.6	28.2	0	1400.37	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	14150	2.39	222256	67534	2	91.68	3.29	11009	254	1955.74	2487.4	1955.74	0.0001	28.8	96	100	100	90	26.31	89.5	29.83	0	1385.29	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1216	2.26	100009	34722	1	99.5	2.88	1622	120	1822.55	2021.73	1822.55	0.1459	0	92	100	99.2	90	18.39	44.8	14.93	0	1396.16	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	768	2.21	60102	15752	1	98.82	3.82	1611	119	1550.85	1857.48	1550.85	0.055	2.4	99	96	100	90	16.35	20	6.67	0	1379.59	0	-0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1216.38	1701.47	1216.38	0.0002	0	100	100	100	100	26.47	39.9	13.3	0	1399.55	0	-0.003	4	321	234	67	154.88	17543.75
preact	True	776	2.18	27622	10088	1	100	2.74	1024	104	1360.99	1638.48	1360.99	0.0001	0	99.6	100	100	90	18.91	109.6	19.93	0	1370.77	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1365	2.25	91158	34628	13	100	2.63	1615	117	1432.97	2126.41	1432.97	1.0074	0	74	96	100	90	18.69	64.7	21.57	0	1392.14	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1355	2.31	158538	50256	1	100	3.15	1023	105	1950.74	2257.7	1950.74	0.0002	5.6	97	100	100	90	18.46	119.5	39.83	0	1382.2	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1139	2.18	26458	9243	1	100	2.86	1607	117	1398.3	1554.64	1398.3	0.0001	0	99	100	100	90	18.72	44.9	14.97	0	1400.03	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3200	2.27	117668	38609	11	68.6	3.05	1025	104	1669.26	2057.41	1669.26	0	0	98.4	100	96	90	18.21	89.5	29.83	0	1378.12	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1253.15	1553.8	1253.15	0.146	0	94	100	96	90	18.88	84.6	14.93	0	1389.64	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	688	2.17	17211	5999	1	96.97	2.87	1024	104	1210	1394.8	1210	0.0001	0	100	100	100	90	18.13	94.6	16.6	0	1369.05	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1406	2.23	76585	29349	1	100	2.61	1629	118	1660.39	1858.38	1660.39	0.0001	0	99	100	100	90	18.73	99.6	33.2	0	1375.81	0	-0.004	11	677	217	57	686.46	10853.47
