framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1771.29	2029.17	1771.29	0.0002	31.2	98.2	100	100	90	15.03	109.7	36.57	0	1065.91	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	14827	2.39	222256	67534	2	91.68	3.29	11311	269	1955.13	2492.3	1955.13	0.0001	34.6	96	100	100	90	17.84	114.5	38.17	0	1050.12	0	-0.012	13	888	489	89	604.48	30872.93
jquery	True	1262	2.26	100009	34722	1	99.5	2.88	1613	119	1849.64	2024.56	1849.64	0.1459	0	92	100	99.2	90	18.82	139.3	24.05	0	1064.4	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	780	2.21	60102	15752	1	98.82	3.82	1626	117	1551.5	1858.14	1551.5	0.055	2.4	99	96	100	90	13.29	114.3	38.1	0	1042.48	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1283.66	1833.47	1283.66	0.0001	0	99.4	100	100	100	14.35	104.5	34.83	0	1061.7	0	-0.005	4	321	234	67	154.88	17543.75
preact	True	799	2.18	27622	10088	1	100	2.74	1024	104	1366.27	1647.81	1366.27	0.0001	0	99.4	100	100	90	15.18	129.5	22.42	0	1042.89	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1408	2.25	91158	34628	13	100	2.63	1644	117	1434.02	2130.24	1434.02	1.0072	0	74	96	100	90	12.97	109.6	36.53	0	1060.86	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1393	2.31	158538	50256	1	100	3.15	1024	105	1948.26	2254.5	1948.26	0.0001	57	95.8	100	100	90	14.56	89.5	29.83	0	1047.59	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1166	2.18	26458	9243	1	100	2.86	1625	117	1390.14	1545.01	1390.14	0.0001	0	99.6	100	100	90	13.13	129.4	43.13	0	1046.95	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3315	2.27	117670	38612	11	68.6	3.05	1025	105	1673.33	2090	1673.33	0	0.8	98	100	96	90	17.09	129.5	43.17	0	1023.61	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.83	1543.98	1248.83	0.1461	0	94	100	96	90	12.82	114.5	38.17	0	1056.94	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	694	2.17	17211	5999	1	96.97	2.87	1024	104	1210.7	1393.45	1210.7	0.0001	0	100	100	100	90	13.16	124.4	41.47	0	1038.03	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1456	2.23	76585	29349	1	100	2.61	1615	118	1658.94	1857.42	1658.94	0.0001	0.2	99	100	100	90	17.21	134.4	44.8	0	1040.59	0	-0.007	11	677	217	57	686.46	10853.47
