framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1468.19	1895.09	1468.19	0.0003	17.6	99	100	100	90	16.07	69.8	23.27	0	1382.12	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	13634	2.39	222256	67534	2	91.68	3.29	10568	256	1954.35	2479.93	1954.35	0.0001	23.4	96	100	100	90	29.79	94.7	31.57	0	1379.91	0	-0.002	13	888	489	89	604.48	30872.93
jquery	True	1191	2.26	100009	34722	1	99.5	2.88	1582	119	1850.12	2025.89	1850.12	0.1459	0	92	100	99.2	90	15.53	69.8	12.47	0	1384.92	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	749	2.21	60102	15752	1	98.82	3.82	1596	117	1547.76	1853.94	1547.76	0.055	0.2	99	96	100	90	19.22	84.7	10.52	0	1391.58	0	-0.001	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1183.52	1822.03	1183.52	0.0003	0	99.6	100	100	100	24.66	24.9	8.3	0	1390.95	0	-0.002	4	321	234	67	154.88	17543.75
preact	True	776	2.18	27622	10088	1	100	2.74	1023	104	1363.62	1672.33	1363.62	0.0001	0	99.6	100	100	90	14.31	74.7	24.9	0	1380.95	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1372	2.25	91158	34628	13	100	2.63	1610	118	1418.05	2126.77	1418.05	0.8074	0	79	96	100	90	19.21	74.7	24.9	0	1449.34	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1303	2.31	158538	50256	1	100	3.15	1022	105	1940.16	2245.13	1940.16	0.0002	58.5	95.8	100	100	90	14.02	69.6	23.2	0	1386	0	-0.008	13	762	438	90	634.69	24213.69
solid	True	1126	2.18	26458	9243	1	100	2.86	1602	118	1391.06	1545.19	1391.06	0.0001	0	99.6	100	100	90	15.77	49.8	9.13	0	1404.33	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	3094	2.27	117670	38610	11	68.6	3.05	1024	104	1667.37	2087.91	1667.37	0	0	98.2	100	96	90	15.34	59.8	19.93	0	1363.48	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.11	1546.01	1250.11	0.1461	0	94	100	96	90	14.45	64.7	21.57	0	1396.92	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	674	2.17	17211	5999	1	96.97	2.87	1023	104	1215.34	1419.86	1215.34	0.0001	0	100	100	100	90	22.39	79.7	14.12	0	1388.29	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1355	2.23	76585	29349	1	100	2.61	1595	119	1660.29	1857.24	1660.29	0.0001	0.4	99	100	100	90	15.53	69.8	23.27	0	1367.61	0	-0.003	11	677	217	57	686.46	10853.47
