framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1759.48	2014.8	1759.48	0.0002	26.2	98.2	100	100	90	16.8	94.7	31.57	0	988.47	0	-0.022	3	444	299	68	83.56	13776.09
angular	True	13953	2.39	222256	67534	2	91.68	3.29	10810	257	1955.02	2481.33	1955.02	0.0001	23.8	96	100	100	90	16.84	69.7	23.23	0	999.87	0	-0.009	13	888	489	89	604.48	30872.93
jquery	True	1178	2.26	100009	34722	1	99.5	2.88	1600	118	1837.03	2017.05	1837.03	0.1459	0	92	100	99.2	90	16.86	54.8	18.27	0	992.83	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	731	2.21	60102	15752	1	98.82	3.82	1593	117	1542.76	1847.64	1542.76	0.055	2.4	99	96	100	90	13.66	59.8	19.93	0	991.93	0	-0.005	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1215.81	1751.38	1215.81	0.0001	0	99.8	100	100	100	12.95	59.8	19.93	0	985.42	0	-0.009	4	321	234	67	154.88	17543.75
preact	True	742	2.18	27622	10088	1	100	2.74	1023	104	1363.06	1671.29	1363.06	0.0001	0	99.4	100	100	90	18.63	94.6	31.53	0	985.46	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1336	2.25	91158	34628	13	100	2.63	1612	117	1402.66	2125.08	1402.66	0.8054	0	79	96	100	90	16.76	49.8	16.6	0	996.88	0	-0.009	16	754	414	83	862.46	26425.59
react	True	1335	2.31	158538	50256	1	100	3.15	1022	105	1943.69	2248.13	1943.69	0.0002	41.1	96.4	100	100	90	13.45	29.9	14.97	0	981.95	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1120	2.18	26458	9243	1	100	2.86	1595	115	1391.46	1547.49	1391.46	0.0001	0	99.6	100	100	90	17.07	59.6	19.87	0	978.91	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	3133	2.27	117670	38612	11	68.6	3.05	1024	104	1672.54	2089.32	1672.54	0	0	98	100	96	90	16.86	74.8	24.93	0	972.24	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.41	1540.08	1243.41	0.1461	0	94	100	96	90	17.6	74.7	24.9	0	991.63	0	-0.021	3	560	426	74	71.69	20768.9
vanjs	True	656	2.17	17211	5999	1	96.97	2.87	1023	104	1210.39	1394.38	1210.39	0.0001	0	100	100	100	90	13.85	59.8	19.93	0	977.84	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1364	2.23	76585	29349	1	100	2.61	1599	117	1659.88	1856.61	1659.88	0.0001	0	99	100	100	90	13.45	64.8	21.6	0	983.91	0	-0.008	11	677	217	57	686.46	10853.47
