framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1767.03	2027.42	1767.03	0.0002	26.4	98.2	100	100	90	18.55	119.5	39.83	0	1077.59	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	14343	2.39	222256	67534	2	91.68	3.29	11311	268	1956.7	2487.65	1956.7	0.0001	27.6	96	100	100	90	18.48	139.4	46.47	0	1090.78	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1277	2.26	100009	34722	1	99.5	2.88	1643	118	1836.7	2019.65	1836.7	0.1459	0	92	100	99.2	90	18.5	139.2	24.87	0	1078.86	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	790	2.21	60102	15752	1	98.82	3.82	1617	118	1549.45	1854.58	1549.45	0.055	3.8	99	96	100	90	17.23	109.5	19.08	0	1074.6	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1282.05	1682.62	1282.05	0.0002	0	99.8	100	100	100	16.86	134.3	44.77	0	1066.86	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	782	2.18	27622	10088	1	100	2.74	1024	105	1362.73	1670.8	1362.73	0.0001	0	99.6	100	100	90	19.14	134	44.67	0	1069.81	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1396	2.25	91158	34628	13	100	2.63	1621	117	1402.63	2128.39	1402.63	1.0057	0	74	96	100	90	17.56	129.4	43.13	0	1071.6	0	-0.009	16	754	414	83	862.46	26425.59
react	True	1367	2.31	158538	50256	1	100	3.15	1029	105	1939.62	2244.23	1939.62	0.0001	40.2	96.4	100	100	90	17.07	129.1	43.03	0	1067.43	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1178	2.18	26458	9243	1	100	2.86	1628	117	1391.87	1547.5	1391.87	0.0001	0	99.2	100	100	90	18.12	149.4	49.8	0	1079.92	0	-0.006	12	786	458	98	581.44	26202.05
svelte	True	3228	2.27	117668	38612	11	68.6	3.05	1030	105	1668.18	2117.43	1668.18	0	0	98	100	96	90	17	139.2	46.4	0	1060.16	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1281.98	1536.04	1281.98	0.1461	0	94	100	96	90	18.45	119.4	39.8	0	1079.49	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	716	2.17	17211	5999	1	96.97	2.87	1023	104	1214.09	1399.93	1214.09	0.0001	0	100	100	100	90	18.57	144.3	48.1	0	1060.6	0	0	3	743	388	76	74.17	22895.14
vue	True	1397	2.23	76585	29349	1	100	2.61	1616	118	1629.81	1854.71	1629.81	0.0001	0	99	100	100	90	18.07	129.5	43.17	0	1082.09	0	-0.006	11	677	217	57	686.46	10853.47
