framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1559.76	1878.91	1559.76	0.0002	7.2	98.8	100	100	90	15.93	34.9	11.63	0	1405.32	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	11104	2.39	222256	67534	2	91.68	3.29	8644	222	1953.92	2466.28	1953.92	0.0001	10.4	96	100	100	90	14.98	39.9	13.3	0	1386.47	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	939	2.26	100009	34722	1	99.5	2.88	1481	113	1837.99	2014.19	1837.99	0.1459	0	92	100	99.2	90	23.78	39.9	13.3	0	1438.11	0	-0.002	3	481	287	45	87.4	18604.14
lit	True	580	2.21	60102	15752	1	98.82	3.82	1486	113	1544.14	1849.71	1544.14	0.055	0	99	96	100	90	15.24	34.9	11.63	0	1371.74	0	0	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1179.83	1673.26	1179.83	0.0002	0	100	100	100	100	23.67	15	5	0	1442.83	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	609	2.18	27622	10088	1	100	2.74	1019	104	1359.49	1666.43	1359.49	0.0001	0	100	100	100	90	15.44	20	7.5	0	1381.66	10	-0.004	12	776	461	101	585.8	25344.18
qwik	True	1070	2.25	91158	34628	13	100	2.63	1496	113	1415.8	2119.94	1415.8	0.8056	35.51	78.6	96	100	90	15.43	25	8.33	0	1388.25	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1035	2.31	158538	50256	1	100	3.15	1018	104	1954.92	2259.98	1954.92	0.0001	358.4	91.6	100	100	90	15.61	15	3.33	0	1368.74	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	882	2.18	26458	9243	1	100	2.86	1489	113	1383.92	1537.58	1383.92	0.0001	0	100	100	100	90	15.22	29.9	6.1	0	1421.27	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	2469	2.27	117670	38607	11	68.6	3.05	1027	104	1666.85	2085.46	1666.85	0	0	98.2	100	96	90	14.65	44.9	14.97	0	1375.44	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1237.8	1535.4	1237.8	0.146	0	94	100	96	90	15.56	34.9	11.63	0	1430.61	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	542	2.17	17211	5999	1	96.97	2.87	1019	104	1211.11	1391.87	1211.11	0.0001	56	98.8	100	100	90	16.39	5	1.67	0	1424.73	0	0	3	743	388	76	74.17	22895.14
vue	True	1094	2.23	76585	29349	1	100	2.61	1483	113	1658.57	1848.65	1658.57	0.0001	0	99	100	100	90	15.59	29.9	9.97	0	1405.05	0	-0.003	11	677	217	57	686.46	10853.47
