framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1763.21	2018.04	1763.21	0.0002	30	98.2	100	100	90	18.23	114.6	38.2	0	1086.9	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14151	2.39	222256	67534	2	91.68	3.29	11378	268	1954.45	2482.28	1954.45	0.0001	25.6	96	100	100	90	18.56	104.5	18.25	0	1073.99	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1243	2.26	100009	34722	1	99.5	2.88	1624	119	1837.32	2018.38	1837.32	0.1459	0	92	100	99.2	90	17.03	114.6	19.93	0	1076.41	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	783	2.21	60102	15752	1	98.82	3.82	1658	118	1546.57	1852.16	1546.57	0.055	3.6	99	96	100	90	18.22	64.6	11.6	0	1072.56	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1279.23	1705.79	1279.23	0.0003	0	99.6	100	100	100	16.86	79.7	26.57	0	1068.07	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	802	2.18	27622	10088	1	100	2.74	1024	104	1361.93	1637.9	1361.93	0.0001	0	99.4	100	100	90	18.49	109.5	36.5	0	1063.89	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1384	2.25	91158	34628	13	100	2.63	1616	117	1417.9	2126.24	1417.9	1.0103	1.38	74	96	100	90	18.34	79.7	26.57	0	1090.13	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1387	2.31	158538	50256	1	100	3.15	1024	105	1969.24	2307.69	1969.24	0.0001	377.25	90.2	100	100	90	17.92	99.5	33.17	0	1076.33	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1143	2.18	26458	9243	1	100	2.86	1617	117	1391.66	1546.9	1391.66	0.0001	0	99.6	100	100	90	15.75	64.8	21.6	0	1068.25	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3183	2.27	117670	38611	11	68.6	3.05	1024	105	1671.36	2121.63	1671.36	0	3	98	100	96	90	18.65	84.6	28.2	0	1052.38	0	0.012	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1250.67	1552.56	1250.67	0.146	0	94	100	96	90	16.74	94.6	31.53	0	1075.99	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	696	2.17	17211	5999	1	96.97	2.87	1023	104	1213.79	1397.89	1213.79	0.0001	0	100	100	100	90	18.34	104.6	34.87	0	1077.41	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1443	2.23	76585	29349	1	100	2.61	1634	118	1659.45	1856.57	1659.45	0.0001	0	99	100	100	90	18.16	124.1	41.37	0	1073.7	0	-0.005	11	677	217	57	686.46	10853.47
