framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1678.74	1915.75	1678.74	0.0002	17.92	98.6	100	100	90	15.37	139.5	46.5	0	995.85	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	13889	2.39	222256	67534	2	91.68	3.29	10748	270	1954.17	2482.86	1954.17	0.0001	26.6	96	100	100	90	17.74	134.5	44.83	0	988.59	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1186	2.26	100009	34722	1	99.5	2.88	1591	122	1843.79	2020.79	1843.79	0.1459	0	92	100	99.2	90	18.47	129.4	43.13	0	984.43	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	745	2.21	60102	15752	1	98.82	3.82	1595	119	1548.32	1854.58	1548.32	0.055	1.4	99	96	100	90	18.71	139.4	46.47	0	1001.98	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1215.69	1708.21	1215.69	0.0002	0	100	100	100	100	18.64	144	48	0	978.94	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	751	2.18	27622	10088	1	100	2.74	1024	105	1358.21	1632.32	1358.21	0.0001	0	100	100	100	90	17.54	124.5	41.5	0	980.7	0	-0.009	12	776	461	101	585.8	25344.18
qwik	True	1319	2.25	91158	34628	13	100	2.63	1596	117	1403.52	2127.69	1403.52	1.005	0	74	96	100	90	13.17	134.4	44.8	0	1006.53	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1294	2.31	158538	50256	1	100	3.15	1024	105	1944.18	2248.57	1944.18	0.0001	42.3	96.4	100	100	90	17.28	149.5	49.83	0	994.32	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1102	2.18	26458	9243	1	100	2.86	1598	118	1362.19	1547.89	1362.19	0.0001	0	99.4	100	100	90	18.77	129.4	43.13	0	994.06	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3073	2.27	117670	38613	11	68.6	3.05	1027	105	1668.93	2026.22	1668.93	0	0	98.6	100	96	90	18.22	99.6	33.2	0	981.66	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.66	1536.28	1248.66	0.146	0	94	100	96	90	18.28	134.5	44.83	0	997.7	0	-0.019	3	560	426	74	71.69	20768.9
vanjs	True	680	2.17	17211	5999	1	96.97	2.87	1023	105	1220.5	1424.92	1220.5	0.0001	0	100	100	100	90	17.29	129.4	43.13	0	977.55	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1323	2.23	76585	29349	1	100	2.61	1589	117	1606.88	1863.12	1606.88	0.0001	0	99	100	100	90	18.08	139.4	46.47	0	997.65	0	-0.004	11	677	217	57	686.46	10853.47
