framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1768.91	2023.06	1768.91	0.0002	29.8	98.2	100	100	90	16.49	89.6	29.87	0	1089.92	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	14367	2.39	222256	67534	2	91.68	3.29	11122	262	1954.7	2484.04	1954.7	0.0001	27	96	100	100	90	15.66	64.6	11.6	0	1067.29	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1222	2.26	100009	34722	1	99.5	2.88	1608	118	1832.81	2023.41	1832.81	0.1459	0	92	100	99.2	90	13.37	69.8	12.47	0	1081.1	0	-0.016	3	481	287	45	87.4	18604.14
lit	True	769	2.21	60102	15752	1	98.82	3.82	1602	119	1546.89	1851.74	1546.89	0.055	2	99	96	100	90	17.78	114.5	38.17	0	1075.5	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1351.04	1697.18	1351.04	0.0002	0	99.6	100	100	100	16.49	54.7	18.23	0	1072.69	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	785	2.18	27622	10088	1	100	2.74	1024	104	1363.22	1643.03	1363.22	0.0001	0	99.6	100	100	90	17.65	94.5	31.5	0	1061.21	0	-0.01	12	776	461	101	585.8	25344.18
qwik	True	1390	2.25	91158	34628	13	100	2.63	1620	118	1432.56	2125.85	1432.56	0.8073	0	79	96	100	90	18.24	84.6	28.2	0	1077.75	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1360	2.31	158538	50256	1	100	3.15	1023	105	1918.53	2223.8	1918.53	0.0002	36.4	96.8	100	100	90	16.76	124.3	41.43	0	1080.5	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1178	2.18	26458	9243	1	100	2.86	1605	118	1384.37	1537.76	1384.37	0.0001	0	100	100	100	90	18.1	84.5	14.92	0	1073.02	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	3268	2.27	117670	38614	11	68.6	3.05	1026	104	1670.66	2119.88	1670.66	0	0	98	100	96	90	14.69	44.8	14.93	0	1050.6	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.67	1545.69	1246.67	0.146	0	94	100	96	90	17.52	79.6	26.53	0	1073.35	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	689	2.17	17211	5999	1	96.97	2.87	1023	104	1208.4	1390.2	1208.4	0.0001	0	100	100	100	90	16.53	99.6	33.2	0	1053.74	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1411	2.23	76585	29349	1	100	2.61	1615	118	1659.51	1856.67	1659.51	0.0001	0	99	100	100	90	16.79	79.6	26.53	0	1073.55	0	-0.006	11	677	217	57	686.46	10853.47
