framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1761.32	2020.33	1761.32	0.0002	19.8	98.2	100	100	90	13.99	109.7	36.57	0	1091.64	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	14108	2.39	222256	67534	2	91.68	3.29	10687	261	1954.72	2484.67	1954.72	0.0001	27.6	96	100	100	90	26.5	124.5	41.5	0	1076.36	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1213	2.26	100009	34722	1	99.5	2.88	1599	119	1822.53	2019.59	1822.53	0.1459	0	92	100	99.2	90	15.98	79.5	26.5	0	1079.87	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	756	2.21	60102	15752	1	98.82	3.82	1609	117	1551.38	1857.77	1551.38	0.055	1.2	99	96	100	90	13.78	114.5	38.17	0	1064.3	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1181.96	2124.16	1377.02	0.0002	0	97.6	100	100	100	14.32	129.4	43.13	0	1073	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	782	2.18	27622	10088	1	100	2.74	1024	104	1361.7	1669.45	1361.7	0.0001	0	99.4	100	100	90	14.87	114.5	38.17	0	1078.48	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1328	2.25	91158	34628	13	100	2.63	1611	116	1401.22	2121.92	1401.22	1.0074	0	74	96	100	90	13.86	104.6	34.87	0	1063.39	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1365	2.31	158538	50256	1	100	3.15	1022	105	1939.76	2244.94	1939.76	0.0001	33.4	96.6	100	100	90	14.7	109.5	36.5	0	1062.77	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1129	2.18	26458	9243	1	100	2.86	1593	117	1361.83	1547.55	1361.83	0.0001	0	99.4	100	100	90	13.74	119.5	39.83	0	1066.99	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	3092	2.27	117670	38612	11	68.6	3.05	1029	104	1668.98	2086.27	1668.98	0	0	98.2	100	96	90	14.66	124.3	41.43	0	1061.63	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.47	1553.96	1246.47	0.146	0	94	100	96	90	14.11	119.4	39.8	0	1074.83	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	688	2.17	17211	5999	1	96.97	2.87	1023	105	1211.76	1393.84	1211.76	0.0001	0	100	100	100	90	14.91	119.6	39.87	0	1061.95	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1344	2.23	76585	29349	1	100	2.61	1611	118	1659.21	1854.41	1659.21	0.0001	0	99	100	100	90	12.56	114.5	38.17	0	1065.94	0	-0.008	11	677	217	57	686.46	10853.47
