framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1756.37	2017.84	1756.37	0.0002	24.2	98.2	100	100	90	12.65	99.6	33.2	0	1054.81	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	13418	2.39	222256	67534	2	91.68	3.29	10410	244	1954.85	2488.47	1954.85	0.0001	31.2	96	100	100	90	16.99	104.6	18.27	0	1059.72	0	-0.008	13	888	489	89	604.48	30872.93
jquery	True	1202	2.26	100009	34722	1	99.5	2.88	1588	116	1829.42	2017.43	1829.42	0.1459	0	92	100	99.2	90	12.79	134.5	44.83	0	1058.96	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	742	2.21	60102	15752	1	98.82	3.82	1576	119	1548.94	1854.61	1548.94	0.055	0.2	99	96	100	90	15.13	129.5	22.42	0	1059.68	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1216.3	1731.17	1216.3	0.0002	0	99.8	100	100	100	18.88	129.4	43.13	0	1059.47	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	751	2.18	27622	10088	1	100	2.74	1023	104	1364.88	1675.72	1364.88	0.0001	0	99.4	100	100	90	18.37	144.3	48.1	0	1063.16	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1326	2.25	91158	34628	13	100	2.63	1592	117	1387.27	2125.36	1387.27	0.8054	0	79	96	100	90	14.83	129.6	43.2	0	1064.66	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1285	2.31	158538	50256	1	100	3.15	1022	105	1945.46	2250.89	1945.46	0.0001	72.6	95.4	100	100	90	18.62	114.5	38.17	0	1063.53	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1129	2.18	26458	9243	1	100	2.86	1594	117	1389.78	1545.48	1389.78	0.0001	0	99.6	100	100	90	18.58	119.5	39.83	0	1046.91	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3109	2.27	117668	38612	11	68.6	3.05	1030	104	1671.31	2058.27	1671.31	0	0	98.4	100	96	90	18.27	119.5	39.83	0	1032.11	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1244.87	1539.83	1244.87	0.146	0	94	100	96	90	18.29	109.4	36.47	0	1050.38	0	-0.016	3	560	426	74	71.69	20768.9
vanjs	True	671	2.17	17211	5999	1	96.97	2.87	1022	104	1210.74	1392.32	1210.74	0.0001	0	100	100	100	90	18.71	94.2	31.4	0	1034.27	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1359	2.23	76585	29349	1	100	2.61	1576	119	1631.35	1857.82	1631.35	0.0001	0	99	100	100	90	19.23	119.4	39.8	0	1056.47	0	-0.005	11	677	217	57	686.46	10853.47
