framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1574.4	2032.44	1574.4	0.0002	32	98.6	100	100	90	13.68	64.7	21.57	0	1091.57	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14885	2.39	222256	67534	2	91.68	3.29	11612	271	1955.05	2487.97	1955.05	0.0001	30.4	96	100	100	90	20.68	74.7	24.9	0	1075.99	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1270	2.26	100009	34722	1	99.5	2.88	1619	119	1847.33	2025.7	1847.33	0.1459	0	92	100	99.2	90	16.02	49.7	9.12	0	1064.38	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	804	2.21	60102	15752	1	98.82	3.82	1615	119	1577.72	1770.45	1577.72	0.055	7.8	99	96	100	90	12.57	69.8	23.27	0	1070.25	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1186.55	1767.36	1186.55	0.0002	0	99.8	100	100	100	12.21	74.7	24.9	0	1073.66	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	830	2.18	27622	10088	1	100	2.74	1025	105	1339.34	1644.81	1339.34	0.0001	0	99.6	100	100	90	12.61	69.7	12.45	0	1059.66	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1432	2.25	91158	34628	13	100	2.63	1651	119	1402.83	2128.68	1402.83	1.0072	0	74	96	100	90	15.29	59.8	19.93	0	1086.62	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1437	2.31	158538	50256	1	100	3.15	1024	106	1946.88	2253.92	1946.88	0.0002	66.2	95.6	100	100	90	13.88	54.8	18.27	0	1060.78	0	-0.007	13	762	438	90	634.69	24213.69
solid	True	1210	2.18	26458	9243	1	100	2.86	1655	119	1366.15	1553.53	1366.15	0.0001	0	99.2	100	100	90	14.43	39.9	13.3	0	1059.67	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	3372	2.27	117670	38613	11	68.6	3.05	1025	106	1670.15	2088.31	1670.15	0	0	98	100	96	90	13.4	54.8	18.27	0	1044.51	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1261.96	1548.34	1261.96	0.1461	0	94	100	96	90	17.53	59.8	10.8	0	1063.79	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	710	2.17	17211	5999	1	96.97	2.87	1026	104	1215.37	1403.86	1215.37	0.0001	0	100	100	100	90	13.41	64.8	21.6	0	1073.95	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1492	2.23	76585	29349	1	100	2.61	1645	119	1660.47	1859.3	1660.47	0.0001	0	99	100	100	90	16.64	84.6	28.2	0	1081.25	0	-0.009	11	677	217	57	686.46	10853.47
