framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1568.97	2027.64	1568.97	0.0001	25.2	98.6	100	100	90	13.11	109.6	36.53	0	1001.34	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	13939	2.39	222256	67534	2	91.68	3.29	10593	264	1954.9	2493.54	1954.9	0.0001	36.2	95.8	100	100	90	15.08	89.8	29.93	0	995.27	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1173	2.26	100009	34722	1	99.5	2.88	1580	118	1817.54	2023.6	1817.54	0.1459	0	92	100	99.2	90	13.62	94.7	31.57	0	978.75	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	726	2.21	60102	15752	1	98.82	3.82	1581	118	1548.98	1855.37	1548.98	0.055	1.2	99	96	100	90	16.5	79.7	26.57	0	978.16	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1213.11	1341.05	1213.11	0	0	100	100	96	100	16.53	114.5	38.17	0	965.47	0	0.015	4	321	234	67	154.88	17543.75
preact	True	740	2.18	27622	10088	1	100	2.74	1023	104	1363.47	1674.8	1363.47	0.0001	0	99.6	100	100	90	14.02	124.5	41.5	0	987.45	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1299	2.25	91158	34628	13	100	2.63	1590	117	1433.1	2126.69	1433.1	0.7974	0	79	96	100	90	13.2	119.6	39.87	0	992.73	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1345	2.31	158538	50256	1	100	3.15	1023	105	1943.63	2248.65	1943.63	0.0002	55.1	96	100	100	90	14.05	109.6	36.53	0	985.01	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1113	2.18	26458	9243	1	100	2.86	1569	116	1391.68	1547.22	1391.68	0.0001	0	99.4	100	100	90	13.73	114.6	38.2	0	996.2	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3106	2.27	117670	38613	11	68.6	3.05	1031	104	1668.47	2056.84	1668.47	0	0	98.4	100	96	90	17.01	69.8	23.27	0	964.82	0	0.01	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.02	1535.89	1249.02	0.1461	0	94	100	96	90	13.53	114.6	38.2	0	980.74	0	-0.011	3	560	426	74	71.69	20768.9
vanjs	True	655	2.17	17211	5999	1	96.97	2.87	1023	104	1215.87	1400.61	1215.87	0.0001	0	100	100	100	90	12.94	104.6	34.87	0	986.75	0	-0.002	3	743	388	76	74.17	22895.14
vue	True	1340	2.23	76585	29349	1	100	2.61	1590	117	1659.13	1855.3	1659.13	0.0001	0	99	100	100	90	19.15	129.6	43.2	0	989.71	0	-0.005	11	677	217	57	686.46	10853.47
