framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1798.88	2056.22	1798.88	0.0002	28.6	98	100	100	90	15.15	119.4	39.8	0	1088.95	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	14503	2.39	222256	67534	2	91.68	3.29	10945	252	1954.79	2484.58	1954.79	0.0001	27.4	96	100	100	90	14.71	129.5	43.17	0	1081.13	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1223	2.26	100009	34722	1	99.5	2.88	1602	117	1839.69	2022.23	1839.69	0.1459	0	92	100	99.2	90	15.19	129.5	22.42	0	1074.71	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	784	2.21	60102	15752	1	98.82	3.82	1635	118	1560.68	1831.49	1560.68	0.055	3.8	99	96	100	90	14.25	129.6	22.43	0	1063.15	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1185.2	1700.41	1185.2	0.0001	0	100	100	100	100	17.27	129.3	43.1	0	1063	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	789	2.18	27622	10088	1	100	2.74	1023	105	1358.7	1633.04	1358.7	0.0001	0	99.8	100	100	90	12.61	114.5	38.17	0	1062.95	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1375	2.25	91158	34628	13	100	2.63	1614	118	1416.3	2122.7	1416.3	1.0092	0	74	96	100	90	18.49	114.5	38.17	0	1079.27	0	-0.004	16	754	414	83	862.46	26425.59
react	True	1382	2.31	158538	50256	1	100	3.15	1024	105	1944.14	2249.11	1944.14	0.0001	55	96	100	100	90	13.06	114.5	38.17	0	1081.5	0	-0.013	13	762	438	90	634.69	24213.69
solid	True	1174	2.18	26458	9243	1	100	2.86	1616	117	1387.3	1541.15	1387.3	0.0001	0	99.8	100	100	90	12.38	124.3	41.43	0	1064.45	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	3265	2.27	117668	38609	11	68.6	3.05	1025	104	1664.13	2113.87	1664.13	0	0.4	98	100	96	90	12.61	124.4	41.47	0	1046.9	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1255.89	1551.18	1255.89	0.1461	0	94	100	96	90	13.14	129.5	43.17	0	1062.34	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	749	2.17	17211	5999	1	96.97	2.87	1024	104	1215.69	1401.73	1215.69	0.0001	0	100	100	100	90	17.29	129.5	43.17	0	1066.83	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1439	2.23	76585	29349	1	100	2.61	1603	117	1630.06	1855.28	1630.06	0.0001	0	99	100	100	90	16.64	94.6	31.53	0	1077.06	0	-0.007	11	677	217	57	686.46	10853.47
